customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
1001,45,Male,17,4,0,17,Basic,Quarterly,925.46,10,0,Generated feedback 0
1002,67,Female,26,6,2,14,Basic,Quarterly,381.39,26,1,Generated feedback 1
1003,61,Male,21,2,4,12,Premium,Annual,331.51,23,0,Generated feedback 2
1004,52,Female,29,8,0,14,Standard,Monthly,615.66,1,0,Generated feedback 3
1005,22,Male,27,9,5,18,Premium,Monthly,904.67,7,1,Generated feedback 4
1006,25,Female,20,3,4,14,Premium,Annual,748.27,1,0,Generated feedback 5
1007,68,Female,32,3,8,16,Basic,Monthly,901.14,9,0,Generated feedback 6
1008,41,Female,2,5,1,6,Premium,Monthly,950.53,19,0,Generated feedback 7
1009,33,Male,14,4,5,0,Basic,Quarterly,637.47,10,0,Generated feedback 8
1010,27,Male,19,2,0,27,Basic,Quarterly,863.22,8,1,Generated feedback 9
1011,23,Female,35,6,4,16,Premium,Quarterly,446.5,11,1,Generated feedback 10
1012,42,Female,14,1,4,9,Standard,Monthly,163.43,2,0,Generated feedback 11
1013,57,Male,10,6,6,29,Premium,Annual,175.83,6,0,Generated feedback 12
1014,45,Male,31,8,4,18,Basic,Quarterly,719.28,21,1,Generated feedback 13
1015,37,Female,18,5,4,8,Premium,Quarterly,369.54,1,0,Generated feedback 14
1016,44,Female,9,2,1,10,Premium,Annual,897.41,23,1,Generated feedback 15
1017,19,Male,11,3,1,11,Basic,Monthly,399.14,3,1,Generated feedback 16
1018,62,Female,34,9,5,23,Premium,Monthly,924.1,28,0,Generated feedback 17
1019,46,Female,17,5,0,29,Basic,Annual,302.79,10,0,Generated feedback 18
1020,25,Male,23,8,8,0,Standard,Quarterly,412.74,26,0,Generated feedback 19
1021,48,Female,7,4,1,24,Premium,Annual,196.27,24,0,Generated feedback 20
1022,21,Female,2,2,9,18,Basic,Quarterly,420.22,17,0,Generated feedback 21
1023,62,Male,10,7,2,19,Premium,Annual,115.36,22,1,Generated feedback 22
1024,36,Male,29,3,6,17,Standard,Annual,521.98,25,1,Generated feedback 23
1025,18,Male,8,9,2,15,Basic,Quarterly,584.32,19,0,Generated feedback 24
1026,33,Female,13,6,6,21,Basic,Monthly,785.11,7,1,Generated feedback 25
1027,35,Male,7,1,6,15,Basic,Quarterly,163.64,20,0,Generated feedback 26
1028,38,Female,16,8,7,18,Basic,Quarterly,757.43,15,1,Generated feedback 27
1029,67,Female,14,5,5,6,Premium,Quarterly,254.54,22,1,Generated feedback 28
1030,63,Male,18,7,5,1,Premium,Monthly,482.22,6,1,Generated feedback 29
1031,65,Female,9,7,2,26,Premium,Annual,530.52,12,0,Generated feedback 30
1032,65,Female,24,5,8,19,Basic,Quarterly,462.24,28,1,Generated feedback 31
1033,46,Female,31,4,4,1,Premium,Annual,294.55,28,0,Generated feedback 32
1034,46,Female,27,6,2,4,Basic,Monthly,885.32,18,1,Generated feedback 33
1035,29,Male,14,4,6,9,Standard,Monthly,254.92,6,1,Generated feedback 34
1036,51,Female,26,3,8,17,Basic,Annual,508.47,12,1,Generated feedback 35
1037,23,Female,26,9,8,10,Premium,Quarterly,546.3,1,0,Generated feedback 36
1038,54,Female,23,4,9,15,Standard,Quarterly,921.48,26,0,Generated feedback 37
1039,46,Male,21,7,5,5,Standard,Monthly,235.12,26,0,Generated feedback 38
1040,45,Female,3,6,3,2,Standard,Monthly,831.8,28,1,Generated feedback 39
1041,26,Male,23,5,6,26,Basic,Quarterly,933.11,5,0,Generated feedback 40
1042,52,Male,17,7,1,9,Basic,Annual,916.8,10,0,Generated feedback 41
1043,63,Male,22,3,5,7,Standard,Quarterly,540.06,22,0,Generated feedback 42
1044,67,Female,35,4,3,10,Premium,Monthly,254.3,20,0,Generated feedback 43
1045,29,Male,33,1,8,13,Basic,Quarterly,652.38,28,1,Generated feedback 44
1046,31,Female,6,9,8,29,Premium,Monthly,265.86,19,0,Generated feedback 45
1047,23,Male,32,5,0,4,Standard,Monthly,164.32,6,0,Generated feedback 46
1048,19,Male,17,9,2,20,Standard,Monthly,953.61,17,1,Generated feedback 47
1049,50,Female,7,3,4,4,Standard,Monthly,611.4,19,0,Generated feedback 48
1050,38,Male,11,5,6,10,Standard,Quarterly,885.33,11,1,Generated feedback 49
1051,40,Female,12,3,5,2,Standard,Annual,562.58,22,1,Generated feedback 50
1052,46,Male,27,2,1,2,Basic,Quarterly,502.58,23,1,Generated feedback 51
1053,34,Female,32,2,2,11,Basic,Quarterly,114.97,16,0,Generated feedback 52
1054,52,Female,8,7,2,16,Basic,Annual,600.42,24,0,Generated feedback 53
1055,52,Male,6,7,4,3,Basic,Monthly,761.8,11,1,Generated feedback 54
1056,22,Female,8,4,8,13,Premium,Monthly,343.05,8,0,Generated feedback 55
1057,62,Female,33,1,9,13,Standard,Monthly,792.1,9,1,Generated feedback 56
1058,63,Female,11,2,0,9,Basic,Annual,411.97,24,0,Generated feedback 57
1059,60,Female,12,7,4,13,Premium,Quarterly,97.99,6,0,Generated feedback 58
1060,44,Male,29,2,2,3,Standard,Quarterly,351.42,21,1,Generated feedback 59
1061,36,Female,17,3,1,4,Premium,Monthly,548.58,8,0,Generated feedback 60
1062,20,Female,9,2,1,24,Basic,Monthly,277.37,28,0,Generated feedback 61
1063,51,Female,33,9,1,20,Standard,Monthly,281.42,14,1,Generated feedback 62
1064,49,Male,22,5,8,28,Standard,Quarterly,872.63,18,1,Generated feedback 63
1065,51,Female,35,3,4,7,Basic,Annual,667.55,23,1,Generated feedback 64
1066,65,Male,35,3,1,5,Basic,Annual,251.22,3,1,Generated feedback 65
1067,33,Male,29,9,4,17,Basic,Annual,798.12,25,1,Generated feedback 66
1068,69,Male,2,1,7,19,Premium,Annual,538.38,21,0,Generated feedback 67
1069,61,Male,19,4,4,1,Premium,Quarterly,293.58,25,0,Generated feedback 68
1070,34,Male,11,8,5,25,Premium,Quarterly,367.93,8,1,Generated feedback 69
1071,56,Female,7,1,2,23,Standard,Quarterly,184.19,25,0,Generated feedback 70
1072,68,Female,14,2,0,14,Basic,Annual,931.53,18,1,Generated feedback 71
1073,51,Female,8,7,3,26,Standard,Quarterly,252.26,26,1,Generated feedback 72
1074,19,Female,26,7,4,3,Standard,Monthly,856.07,9,0,Generated feedback 73
1075,51,Female,12,1,5,15,Standard,Quarterly,727.9,14,1,Generated feedback 74
1076,57,Male,4,9,7,20,Standard,Quarterly,239.09,6,0,Generated feedback 75
1077,37,Male,29,4,0,1,Basic,Annual,228.93,6,1,Generated feedback 76
1078,47,Male,4,7,6,2,Basic,Annual,845.95,13,1,Generated feedback 77
1079,34,Male,26,8,1,25,Standard,Quarterly,390.98,3,0,Generated feedback 78
1080,39,Female,29,2,0,23,Premium,Monthly,991.85,19,1,Generated feedback 79
1081,28,Male,24,7,6,18,Basic,Annual,362.24,9,1,Generated feedback 80
1082,61,Male,3,4,1,25,Standard,Quarterly,863.33,8,1,Generated feedback 81
1083,42,Female,5,8,5,5,Basic,Annual,746.17,5,1,Generated feedback 82
1084,48,Female,16,5,0,5,Basic,Annual,687.24,17,0,Generated feedback 83
1085,49,Female,35,9,6,18,Premium,Quarterly,370.42,6,0,Generated feedback 84
1086,36,Male,29,7,0,16,Premium,Monthly,360.37,12,1,Generated feedback 85
1087,51,Male,19,2,2,0,Standard,Monthly,533.71,28,0,Generated feedback 86
1088,25,Male,7,5,5,7,Basic,Monthly,258.99,11,1,Generated feedback 87
1089,20,Male,6,3,8,12,Basic,Annual,333.23,13,0,Generated feedback 88
1090,54,Female,25,9,0,6,Standard,Annual,920.52,19,0,Generated feedback 89
1091,66,Male,34,7,0,4,Premium,Monthly,915.72,27,0,Generated feedback 90
1092,33,Male,4,4,4,17,Basic,Annual,901.06,18,0,Generated feedback 91
1093,60,Female,13,1,6,25,Standard,Quarterly,878.17,25,1,Generated feedback 92
1094,38,Female,13,2,6,10,Standard,Quarterly,742.8,5,1,Generated feedback 93
1095,32,Male,10,3,0,14,Basic,Quarterly,402.0,26,1,Generated feedback 94
1096,36,Male,4,1,8,2,Standard,Quarterly,357.17,29,0,Generated feedback 95
1097,56,Male,9,5,5,26,Basic,Monthly,504.14,21,1,Generated feedback 96
1098,54,Male,2,6,1,21,Basic,Quarterly,77.74,8,1,Generated feedback 97
1099,27,Male,35,6,6,25,Standard,Annual,131.72,21,1,Generated feedback 98
1100,47,Female,10,9,8,21,Basic,Monthly,479.61,24,1,Generated feedback 99
1101,63,Female,32,8,1,17,Premium,Annual,400.06,22,0,Generated feedback 100
1102,40,Female,6,3,9,25,Basic,Quarterly,850.06,3,1,Generated feedback 101
1103,57,Male,11,4,9,14,Basic,Quarterly,960.81,19,1,Generated feedback 102
1104,53,Male,28,6,4,26,Premium,Monthly,677.23,15,0,Generated feedback 103
1105,27,Female,2,9,8,26,Standard,Monthly,484.68,22,1,Generated feedback 104
1106,36,Male,17,7,3,23,Premium,Monthly,961.41,16,1,Generated feedback 105
1107,60,Female,4,9,7,11,Premium,Monthly,669.14,3,0,Generated feedback 106
1108,58,Female,20,1,4,23,Standard,Monthly,646.79,26,0,Generated feedback 107
1109,50,Male,7,7,6,1,Standard,Annual,423.14,9,1,Generated feedback 108
1110,47,Male,29,1,4,4,Basic,Monthly,945.55,20,1,Generated feedback 109
1111,32,Female,10,3,7,25,Premium,Annual,205.71,9,0,Generated feedback 110
1112,65,Female,7,1,7,13,Basic,Monthly,913.7,26,1,Generated feedback 111
1113,56,Female,3,2,0,17,Basic,Monthly,894.25,27,0,Generated feedback 112
1114,33,Female,10,2,3,10,Premium,Monthly,932.16,1,0,Generated feedback 113
1115,56,Female,12,1,0,10,Premium,Annual,899.95,14,1,Generated feedback 114
1116,42,Female,19,6,2,29,Premium,Quarterly,282.84,4,0,Generated feedback 115
1117,42,Female,3,3,1,29,Premium,Annual,782.48,7,1,Generated feedback 116
1118,58,Male,13,9,2,8,Premium,Annual,445.76,2,0,Generated feedback 117
1119,55,Male,22,5,8,16,Standard,Annual,332.22,17,1,Generated feedback 118
1120,20,Male,17,4,3,17,Basic,Quarterly,365.05,28,0,Generated feedback 119
1121,58,Female,6,4,3,21,Standard,Annual,542.62,19,0,Generated feedback 120
1122,45,Male,7,7,3,11,Premium,Quarterly,972.16,9,0,Generated feedback 121
1123,22,Male,5,2,6,12,Standard,Monthly,298.79,5,0,Generated feedback 122
1124,52,Female,25,2,2,0,Premium,Monthly,801.15,25,0,Generated feedback 123
1125,47,Male,27,3,6,14,Premium,Annual,869.77,28,0,Generated feedback 124
1126,31,Male,12,9,4,12,Basic,Annual,784.38,1,0,Generated feedback 125
1127,18,Male,10,2,7,6,Standard,Quarterly,678.75,7,0,Generated feedback 126
1128,34,Female,24,6,4,1,Premium,Quarterly,565.32,29,0,Generated feedback 127
1129,20,Female,34,3,6,9,Premium,Annual,453.02,6,0,Generated feedback 128
1130,32,Female,9,2,1,7,Premium,Quarterly,561.67,23,0,Generated feedback 129
1131,59,Male,34,8,5,16,Standard,Annual,731.31,11,1,Generated feedback 130
1132,54,Female,13,5,9,16,Premium,Annual,678.57,1,0,Generated feedback 131
1133,28,Male,7,2,9,13,Basic,Annual,967.41,12,1,Generated feedback 132
1134,42,Female,28,7,3,20,Premium,Monthly,701.42,9,1,Generated feedback 133
1135,69,Male,22,6,7,17,Premium,Quarterly,756.1,2,0,Generated feedback 134
1136,57,Female,16,6,8,9,Basic,Quarterly,901.06,22,1,Generated feedback 135
1137,52,Male,33,1,0,19,Standard,Annual,789.18,26,1,Generated feedback 136
1138,59,Male,24,7,1,25,Basic,Quarterly,986.21,3,0,Generated feedback 137
1139,51,Male,25,5,0,13,Premium,Annual,501.76,20,0,Generated feedback 138
1140,57,Female,25,1,8,24,Premium,Annual,398.77,18,1,Generated feedback 139
1141,56,Female,18,7,3,24,Basic,Annual,504.06,12,0,Generated feedback 140
1142,24,Female,35,2,9,18,Standard,Monthly,648.77,7,1,Generated feedback 141
1143,31,Male,6,2,2,10,Standard,Monthly,131.87,11,0,Generated feedback 142
1144,38,Male,23,6,1,27,Premium,Quarterly,557.52,17,0,Generated feedback 143
1145,53,Male,7,4,3,3,Standard,Quarterly,248.98,8,0,Generated feedback 144
1146,52,Male,23,4,0,29,Standard,Quarterly,285.95,13,1,Generated feedback 145
1147,21,Female,8,6,8,4,Premium,Monthly,731.29,24,0,Generated feedback 146
1148,60,Female,5,4,2,23,Basic,Annual,871.89,27,1,Generated feedback 147
1149,29,Female,16,5,8,2,Standard,Monthly,964.54,1,1,Generated feedback 148
1150,62,Male,10,6,1,28,Premium,Monthly,627.12,23,0,Generated feedback 149
1151,52,Female,24,7,3,6,Standard,Annual,839.15,7,1,Generated feedback 150
1152,39,Female,19,2,0,1,Premium,Monthly,475.05,8,0,Generated feedback 151
1153,67,Male,4,1,2,8,Basic,Monthly,434.85,25,1,Generated feedback 152
1154,26,Female,23,8,8,22,Basic,Annual,175.95,27,0,Generated feedback 153
