customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
506001,34,Female,11,1,7,28,Basic,Annual,366.94,24,0,Generated feedback 0
506002,24,Female,2,4,6,6,Premium,Annual,825.12,2,0,Generated feedback 1
506003,19,Female,33,3,4,24,Premium,Quarterly,924.7,19,1,Generated feedback 2
506004,58,Female,3,5,5,5,Standard,Annual,719.95,12,1,Generated feedback 3
506005,40,Male,21,4,2,20,Basic,Quarterly,209.01,20,0,Generated feedback 4
506006,47,Female,28,4,8,9,Basic,Quarterly,140.85,28,1,Generated feedback 5
506007,22,Female,18,3,7,17,Premium,Annual,247.78,7,1,Generated feedback 6
506008,53,Female,18,3,1,24,Premium,Monthly,873.2,28,0,Generated feedback 7
506009,55,Male,1,6,1,27,Standard,Annual,707.33,26,1,Generated feedback 8
506010,64,Male,9,3,4,25,Basic,Monthly,324.73,7,1,Generated feedback 9
506011,50,Male,24,2,8,29,Standard,Quarterly,906.84,22,0,Generated feedback 10
506012,60,Male,29,7,4,29,Basic,Annual,322.88,17,1,Generated feedback 11
506013,66,Female,19,3,9,25,Basic,Monthly,223.35,5,0,Generated feedback 12
506014,28,Male,15,3,3,11,Premium,Quarterly,774.49,28,1,Generated feedback 13
506015,41,Female,32,1,2,9,Premium,Annual,309.53,20,0,Generated feedback 14
506016,40,Female,14,9,6,29,Basic,Monthly,258.94,27,1,Generated feedback 15
506017,50,Male,2,8,3,4,Basic,Annual,103.05,12,0,Generated feedback 16
506018,31,Female,22,1,2,0,Basic,Monthly,278.53,29,0,Generated feedback 17
506019,67,Female,32,5,6,9,Premium,Quarterly,281.41,22,0,Generated feedback 18
506020,52,Female,14,1,9,16,Basic,Monthly,128.95,18,1,Generated feedback 19
506021,27,Female,18,3,8,15,Standard,Quarterly,928.85,17,0,Generated feedback 20
506022,43,Male,19,5,0,26,Standard,Annual,944.24,23,1,Generated feedback 21
506023,37,Female,4,1,8,21,Basic,Quarterly,678.19,17,0,Generated feedback 22
506024,66,Female,18,9,1,14,Premium,Quarterly,836.98,11,1,Generated feedback 23
506025,32,Male,30,6,3,5,Premium,Monthly,420.78,13,0,Generated feedback 24
506026,65,Female,9,1,0,26,Basic,Monthly,432.95,18,0,Generated feedback 25
506027,43,Female,32,4,3,2,Basic,Quarterly,255.94,24,0,Generated feedback 26
506028,59,Male,6,1,9,2,Standard,Monthly,427.23,6,0,Generated feedback 27
506029,65,Male,6,8,1,19,Basic,Monthly,597.02,20,1,Generated feedback 28
506030,54,Male,35,6,0,29,Premium,Quarterly,383.92,13,1,Generated feedback 29
506031,19,Male,20,1,1,23,Premium,Monthly,946.43,4,1,Generated feedback 30
506032,50,Male,34,1,7,17,Standard,Annual,870.15,9,0,Generated feedback 31
506033,59,Female,26,6,9,12,Standard,Monthly,684.55,8,1,Generated feedback 32
506034,40,Female,3,4,1,18,Basic,Quarterly,793.39,25,1,Generated feedback 33
506035,26,Female,19,2,0,14,Standard,Quarterly,602.52,5,0,Generated feedback 34
506036,61,Female,32,5,7,2,Standard,Monthly,91.8,18,0,Generated feedback 35
506037,29,Female,27,4,0,15,Premium,Monthly,399.94,23,0,Generated feedback 36
506038,19,Male,28,1,4,16,Premium,Monthly,605.2,13,0,Generated feedback 37
506039,68,Female,10,6,3,24,Premium,Monthly,496.68,18,1,Generated feedback 38
506040,18,Female,8,6,1,0,Standard,Annual,175.07,27,0,Generated feedback 39
506041,67,Male,34,1,6,7,Standard,Quarterly,878.63,12,0,Generated feedback 40
506042,57,Female,12,1,8,2,Premium,Annual,734.77,24,1,Generated feedback 41
506043,57,Female,5,5,1,8,Standard,Annual,640.19,4,1,Generated feedback 42
506044,63,Male,23,7,3,16,Standard,Monthly,527.03,23,1,Generated feedback 43
506045,24,Male,4,8,7,16,Standard,Annual,492.89,6,1,Generated feedback 44
506046,18,Male,30,1,5,8,Basic,Quarterly,963.19,24,1,Generated feedback 45
506047,35,Male,30,5,0,10,Standard,Monthly,208.48,16,0,Generated feedback 46
506048,65,Female,3,6,8,28,Premium,Quarterly,58.74,17,1,Generated feedback 47
506049,30,Female,28,2,1,5,Standard,Quarterly,865.02,19,1,Generated feedback 48
506050,58,Female,12,6,4,0,Premium,Quarterly,685.33,21,1,Generated feedback 49
506051,40,Female,13,9,1,18,Basic,Annual,944.31,7,1,Generated feedback 50
506052,69,Male,5,1,4,3,Basic,Monthly,445.12,2,0,Generated feedback 51
506053,22,Male,8,3,8,9,Premium,Quarterly,189.72,8,1,Generated feedback 52
506054,37,Male,16,8,8,11,Standard,Quarterly,860.35,12,1,Generated feedback 53
506055,19,Male,8,7,6,20,Premium,Quarterly,66.16,10,0,Generated feedback 54
506056,45,Female,27,1,3,18,Premium,Annual,991.75,18,0,Generated feedback 55
506057,58,Male,20,6,2,16,Premium,Annual,580.68,14,0,Generated feedback 56
506058,53,Male,2,1,1,2,Premium,Quarterly,771.75,5,1,Generated feedback 57
506059,56,Male,16,1,6,24,Basic,Quarterly,484.98,29,1,Generated feedback 58
506060,52,Female,9,8,4,2,Premium,Monthly,283.43,19,0,Generated feedback 59
506061,34,Male,27,1,8,20,Premium,Monthly,473.4,18,1,Generated feedback 60
506062,22,Male,35,9,8,0,Standard,Quarterly,163.37,10,1,Generated feedback 61
506063,26,Female,18,7,9,29,Standard,Monthly,526.56,6,1,Generated feedback 62
506064,58,Male,23,5,1,20,Basic,Annual,281.16,25,0,Generated feedback 63
506065,27,Female,12,3,1,19,Standard,Monthly,457.9,5,1,Generated feedback 64
506066,67,Female,2,2,7,24,Premium,Monthly,805.63,13,0,Generated feedback 65
506067,56,Female,25,4,3,3,Basic,Quarterly,677.03,28,0,Generated feedback 66
506068,47,Female,5,6,7,28,Basic,Monthly,341.37,28,0,Generated feedback 67
506069,63,Male,34,2,9,15,Premium,Quarterly,133.59,21,1,Generated feedback 68
506070,59,Male,35,8,4,23,Basic,Quarterly,904.67,11,1,Generated feedback 69
506071,60,Male,13,2,9,14,Basic,Monthly,827.03,23,1,Generated feedback 70
506072,30,Female,34,7,9,2,Standard,Annual,114.49,13,1,Generated feedback 71
506073,64,Male,19,4,1,20,Premium,Quarterly,332.81,7,1,Generated feedback 72
506074,22,Female,22,5,5,29,Premium,Quarterly,298.17,19,0,Generated feedback 73
506075,25,Male,23,4,5,7,Premium,Monthly,105.0,29,1,Generated feedback 74
506076,46,Male,28,9,5,15,Standard,Annual,760.16,21,1,Generated feedback 75
506077,33,Male,31,3,5,12,Standard,Quarterly,73.19,8,0,Generated feedback 76
506078,50,Female,2,5,3,11,Standard,Annual,912.22,26,0,Generated feedback 77
506079,31,Female,2,1,2,8,Standard,Monthly,604.51,15,1,Generated feedback 78
506080,58,Male,24,2,8,12,Basic,Quarterly,329.75,7,0,Generated feedback 79
506081,49,Female,12,6,7,6,Premium,Annual,180.24,18,1,Generated feedback 80
506082,57,Male,11,6,7,18,Standard,Quarterly,61.73,4,0,Generated feedback 81
506083,64,Male,13,7,8,14,Standard,Annual,271.1,25,0,Generated feedback 82
506084,60,Female,13,3,8,16,Basic,Annual,429.1,24,0,Generated feedback 83
506085,68,Female,21,3,8,29,Standard,Monthly,817.77,23,0,Generated feedback 84
506086,53,Female,31,8,9,27,Standard,Quarterly,783.97,11,1,Generated feedback 85
506087,44,Female,5,7,3,25,Standard,Quarterly,447.03,10,0,Generated feedback 86
506088,32,Female,30,6,5,19,Premium,Annual,62.57,7,1,Generated feedback 87
506089,44,Female,35,2,4,21,Standard,Monthly,83.89,22,1,Generated feedback 88
506090,32,Female,2,1,2,15,Standard,Quarterly,982.87,28,1,Generated feedback 89
506091,30,Male,35,4,1,19,Premium,Monthly,635.16,23,1,Generated feedback 90
506092,62,Female,15,5,8,26,Premium,Quarterly,121.66,5,1,Generated feedback 91
506093,39,Female,5,8,3,16,Premium,Annual,187.52,8,1,Generated feedback 92
506094,51,Male,33,7,7,7,Premium,Monthly,900.2,13,1,Generated feedback 93
506095,51,Male,21,2,0,21,Standard,Monthly,746.54,9,1,Generated feedback 94
506096,34,Female,18,3,0,18,Basic,Monthly,717.17,3,1,Generated feedback 95
506097,62,Male,7,5,5,10,Standard,Monthly,562.31,24,1,Generated feedback 96
506098,50,Female,24,2,1,15,Premium,Quarterly,884.71,14,0,Generated feedback 97
506099,32,Female,31,6,1,12,Basic,Monthly,908.94,18,1,Generated feedback 98
506100,67,Male,9,7,4,0,Standard,Annual,618.64,4,1,Generated feedback 99
506101,58,Female,6,8,5,5,Basic,Quarterly,161.02,17,1,Generated feedback 100
506102,38,Female,12,2,7,27,Standard,Monthly,788.86,16,1,Generated feedback 101
506103,28,Female,24,6,3,5,Basic,Annual,156.82,17,1,Generated feedback 102
506104,60,Female,11,7,9,6,Basic,Annual,817.69,14,1,Generated feedback 103
506105,44,Female,5,7,0,25,Basic,Monthly,568.17,24,1,Generated feedback 104
506106,30,Male,32,9,3,14,Basic,Monthly,673.06,5,1,Generated feedback 105
506107,19,Female,25,8,8,29,Basic,Monthly,859.54,5,0,Generated feedback 106
506108,18,Male,11,4,5,28,Premium,Quarterly,842.3,4,0,Generated feedback 107
506109,42,Female,9,6,2,6,Standard,Quarterly,639.46,23,1,Generated feedback 108
506110,53,Male,6,2,6,3,Basic,Quarterly,537.0,10,1,Generated feedback 109
506111,28,Female,15,1,6,27,Standard,Monthly,755.74,21,1,Generated feedback 110
506112,35,Male,17,7,8,25,Standard,Monthly,851.61,6,1,Generated feedback 111
506113,23,Female,23,6,3,15,Premium,Quarterly,576.94,7,0,Generated feedback 112
506114,69,Male,14,7,9,14,Basic,Monthly,900.15,3,0,Generated feedback 113
506115,50,Male,13,6,6,26,Standard,Quarterly,398.88,21,1,Generated feedback 114
506116,56,Female,35,1,1,21,Basic,Monthly,602.83,15,0,Generated feedback 115
506117,39,Male,21,5,2,18,Standard,Quarterly,368.2,10,0,Generated feedback 116
506118,48,Male,11,9,1,6,Basic,Quarterly,308.33,24,0,Generated feedback 117
506119,57,Male,29,4,1,10,Premium,Annual,380.57,25,0,Generated feedback 118
506120,39,Female,3,8,2,25,Standard,Monthly,230.88,5,0,Generated feedback 119
506121,46,Male,30,8,1,12,Basic,Annual,640.43,15,0,Generated feedback 120
506122,53,Male,3,6,2,18,Premium,Quarterly,914.31,9,0,Generated feedback 121
506123,38,Female,7,3,6,21,Standard,Quarterly,304.15,24,0,Generated feedback 122
506124,28,Male,25,5,3,29,Standard,Monthly,934.65,16,1,Generated feedback 123
506125,25,Male,33,4,9,16,Premium,Monthly,190.29,26,1,Generated feedback 124
506126,37,Male,7,2,2,4,Premium,Quarterly,538.36,24,1,Generated feedback 125
506127,42,Female,14,4,4,2,Standard,Annual,693.77,22,1,Generated feedback 126
506128,24,Female,30,9,6,17,Premium,Quarterly,78.66,18,1,Generated feedback 127
506129,48,Male,30,3,4,15,Standard,Annual,148.74,6,0,Generated feedback 128
506130,69,Female,17,8,0,26,Basic,Monthly,498.58,1,1,Generated feedback 129
506131,30,Female,20,9,9,27,Premium,Annual,459.55,12,1,Generated feedback 130
506132,52,Male,7,2,3,0,Basic,Quarterly,378.46,27,1,Generated feedback 131
506133,23,Female,19,2,3,3,Premium,Annual,726.0,24,0,Generated feedback 132
506134,30,Female,29,7,8,11,Basic,Quarterly,55.58,25,1,Generated feedback 133
506135,36,Female,27,4,9,12,Premium,Annual,489.74,20,0,Generated feedback 134
506136,20,Female,10,7,0,17,Standard,Quarterly,292.59,18,0,Generated feedback 135
506137,18,Male,2,5,1,11,Premium,Monthly,871.61,22,0,Generated feedback 136
506138,36,Female,15,5,1,5,Basic,Monthly,887.68,17,1,Generated feedback 137
506139,44,Male,7,9,9,17,Basic,Quarterly,933.1,1,1,Generated feedback 138
506140,62,Female,25,5,0,25,Basic,Monthly,263.38,14,1,Generated feedback 139
506141,32,Female,35,4,2,16,Premium,Monthly,166.75,16,1,Generated feedback 140
506142,54,Female,3,5,4,27,Premium,Monthly,50.74,18,1,Generated feedback 141
506143,58,Male,13,9,5,2,Standard,Quarterly,967.02,12,1,Generated feedback 142
506144,29,Male,30,3,9,9,Premium,Monthly,875.64,6,0,Generated feedback 143
506145,68,Female,15,6,3,15,Standard,Quarterly,824.55,28,1,Generated feedback 144
506146,32,Female,22,3,4,20,Standard,Monthly,598.0,7,0,Generated feedback 145
506147,45,Male,32,3,5,3,Standard,Quarterly,67.37,28,0,Generated feedback 146
506148,57,Male,7,9,1,25,Basic,Quarterly,419.03,14,0,Generated feedback 147
506149,23,Male,4,1,0,29,Premium,Monthly,120.13,20,1,Generated feedback 148
506150,33,Female,10,8,6,10,Premium,Quarterly,567.05,21,0,Generated feedback 149
506151,28,Female,2,1,6,1,Basic,Monthly,315.91,9,0,Generated feedback 150
506152,68,Male,34,9,0,3,Basic,Quarterly,663.57,29,1,Generated feedback 151
506153,23,Male,7,8,8,7,Premium,Quarterly,199.78,15,1,Generated feedback 152
506154,43,Male,16,4,5,26,Basic,Quarterly,526.75,19,0,Generated feedback 153
506155,21,Male,26,6,6,4,Standard,Monthly,398.08,1,0,Generated feedback 154
506156,23,Female,9,4,9,29,Premium,Quarterly,931.2,22,1,Generated feedback 155
506157,23,Female,4,4,1,27,Standard,Annual,915.09,21,1,Generated feedback 156
506158,60,Female,27,9,8,22,Premium,Quarterly,656.57,22,1,Generated feedback 157
506159,60,Male,29,8,3,26,Premium,Annual,373.36,11,0,Generated feedback 158
506160,55,Male,7,8,9,17,Standard,Monthly,968.67,27,1,Generated feedback 159
506161,57,Female,22,6,5,23,Basic,Annual,938.42,17,0,Generated feedback 160
506162,36,Female,14,1,0,0,Basic,Quarterly,619.53,21,0,Generated feedback 161
506163,44,Female,31,1,8,5,Basic,Quarterly,309.51,18,0,Generated feedback 162
506164,21,Female,16,4,7,8,Basic,Annual,926.34,12,0,Generated feedback 163
506165,21,Male,12,3,6,3,Basic,Annual,686.32,28,0,Generated feedback 164
506166,63,Male,32,3,7,23,Premium,Annual,964.92,22,1,Generated feedback 165
506167,43,Male,32,6,3,15,Standard,Quarterly,277.77,8,0,Generated feedback 166
506168,48,Female,31,3,5,3,Premium,Annual,488.67,20,0,Generated feedback 167
506169,38,Male,30,4,9,11,Basic,Annual,621.83,26,1,Generated feedback 168
506170,30,Male,20,2,9,20,Basic,Monthly,434.08,28,1,Generated feedback 169
506171,54,Male,31,3,8,28,Standard,Quarterly,287.17,9,0,Generated feedback 170
506172,51,Male,20,4,9,28,Basic,Monthly,953.19,22,1,Generated feedback 171
506173,45,Male,2,8,4,2,Basic,Quarterly,722.11,1,1,Generated feedback 172
506174,44,Male,16,1,7,24,Standard,Annual,255.93,10,1,Generated feedback 173
506175,23,Male,18,5,8,3,Standard,Annual,785.15,16,1,Generated feedback 174
506176,27,Female,12,4,3,12,Basic,Monthly,409.97,24,1,Generated feedback 175
506177,31,Male,8,3,9,29,Standard,Quarterly,920.76,28,0,Generated feedback 176
506178,63,Female,14,1,2,21,Standard,Annual,500.58,5,1,Generated feedback 177
506179,23,Female,18,3,7,17,Basic,Quarterly,234.15,20,0,Generated feedback 178
506180,51,Male,15,9,4,20,Standard,Monthly,687.86,6,0,Generated feedback 179
506181,32,Male,7,4,2,20,Premium,Monthly,433.18,19,1,Generated feedback 180
506182,33,Female,9,7,9,24,Standard,Annual,752.93,15,1,Generated feedback 181
506183,56,Female,7,5,9,8,Premium,Monthly,983.49,5,1,Generated feedback 182
506184,67,Male,29,2,3,23,Basic,Annual,88.56,16,1,Generated feedback 183
506185,35,Male,18,5,7,13,Standard,Annual,86.46,5,0,Generated feedback 184
506186,40,Male,16,3,6,20,Basic,Annual,578.67,11,1,Generated feedback 185
506187,35,Male,7,8,2,23,Standard,Monthly,540.39,13,0,Generated feedback 186
506188,26,Male,18,5,6,21,Standard,Annual,274.22,25,0,Generated feedback 187
506189,19,Male,18,2,7,18,Basic,Monthly,433.01,5,1,Generated feedback 188
506190,40,Female,6,4,0,11,Standard,Monthly,963.15,1,0,Generated feedback 189
506191,27,Male,29,3,0,5,Basic,Monthly,907.54,21,0,Generated feedback 190
506192,21,Female,2,2,5,6,Premium,Quarterly,145.45,25,1,Generated feedback 191
506193,28,Female,9,3,3,13,Basic,Annual,328.09,1,0,Generated feedback 192
506194,62,Female,5,1,4,21,Standard,Monthly,373.31,9,0,Generated feedback 193
506195,52,Male,20,1,8,15,Premium,Monthly,412.77,24,0,Generated feedback 194
506196,59,Female,20,8,9,17,Standard,Quarterly,350.76,11,1,Generated feedback 195
506197,24,Female,31,1,5,28,Standard,Quarterly,249.31,25,0,Generated feedback 196
506198,55,Male,2,4,5,8,Basic,Quarterly,80.68,13,0,Generated feedback 197
506199,27,Male,22,2,5,25,Standard,Monthly,985.07,28,0,Generated feedback 198
506200,18,Male,2,6,7,19,Standard,Monthly,752.83,16,1,Generated feedback 199
506201,23,Male,10,8,1,25,Standard,Monthly,79.51,5,0,Generated feedback 200
506202,49,Female,13,9,7,27,Premium,Quarterly,300.57,15,0,Generated feedback 201
