customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
210001,46,Female,9,5,3,11,Premium,Monthly,541.99,27,0,Generated feedback 0
210002,24,Male,28,8,2,3,Basic,Quarterly,758.43,22,0,Generated feedback 1
210003,57,Female,5,5,3,2,Standard,Monthly,189.98,7,0,Generated feedback 2
210004,33,Male,16,6,2,18,Basic,Quarterly,910.14,8,0,Generated feedback 3
210005,19,Female,8,5,1,28,Basic,Annual,245.76,25,1,Generated feedback 4
210006,24,Female,6,2,1,16,Standard,Monthly,780.27,5,0,Generated feedback 5
210007,47,Female,35,9,3,21,Premium,Monthly,464.71,2,0,Generated feedback 6
210008,46,Female,17,2,6,7,Premium,Annual,513.02,23,1,Generated feedback 7
210009,33,Female,33,7,7,7,Premium,Annual,93.56,19,1,Generated feedback 8
210010,44,Female,5,1,9,26,Basic,Monthly,376.25,27,0,Generated feedback 9
210011,62,Female,13,2,4,27,Standard,Monthly,376.9,12,1,Generated feedback 10
210012,44,Female,8,1,1,16,Basic,Monthly,279.64,14,0,Generated feedback 11
210013,35,Male,26,7,9,22,Standard,Quarterly,672.28,4,1,Generated feedback 12
210014,58,Female,26,1,2,6,Basic,Monthly,250.77,14,0,Generated feedback 13
210015,67,Male,30,8,5,19,Standard,Annual,806.88,8,1,Generated feedback 14
210016,30,Female,2,4,9,3,Standard,Annual,295.73,11,1,Generated feedback 15
210017,50,Male,5,6,6,13,Premium,Monthly,289.58,12,0,Generated feedback 16
210018,49,Female,4,5,5,17,Basic,Annual,639.57,22,0,Generated feedback 17
210019,63,Female,19,7,3,25,Standard,Annual,699.17,2,0,Generated feedback 18
210020,54,Male,11,9,2,5,Premium,Monthly,456.39,28,0,Generated feedback 19
210021,65,Female,4,2,1,7,Premium,Quarterly,785.73,21,1,Generated feedback 20
210022,32,Male,3,3,7,0,Basic,Monthly,133.14,17,0,Generated feedback 21
210023,60,Female,1,8,9,13,Premium,Annual,843.61,4,0,Generated feedback 22
210024,31,Female,3,9,9,2,Basic,Annual,999.61,8,1,Generated feedback 23
210025,26,Female,8,5,6,12,Basic,Annual,792.23,27,0,Generated feedback 24
210026,37,Male,10,3,0,27,Basic,Annual,442.95,21,0,Generated feedback 25
210027,52,Male,25,8,8,26,Standard,Monthly,214.8,3,0,Generated feedback 26
210028,34,Male,31,5,3,2,Standard,Monthly,749.57,23,0,Generated feedback 27
210029,47,Female,18,6,1,1,Premium,Quarterly,387.09,1,1,Generated feedback 28
