customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
597001,29,Male,33,5,8,5,Premium,Monthly,730.08,17,0,Generated feedback 0
597002,50,Male,30,2,7,17,Basic,Annual,381.38,18,1,Generated feedback 1
597003,38,Male,3,4,2,9,Premium,Monthly,367.25,21,1,Generated feedback 2
597004,62,Female,23,3,3,1,Standard,Quarterly,90.23,24,0,Generated feedback 3
597005,29,Male,7,9,4,25,Standard,Annual,825.73,17,1,Generated feedback 4
597006,18,Male,2,4,7,2,Premium,Annual,899.72,26,1,Generated feedback 5
597007,31,Female,25,8,9,29,Standard,Annual,442.14,27,0,Generated feedback 6
597008,55,Male,19,1,4,16,Basic,Monthly,706.58,22,1,Generated feedback 7
597009,46,Female,30,5,1,14,Basic,Quarterly,831.32,22,1,Generated feedback 8
597010,35,Male,1,5,8,24,Premium,Monthly,145.08,19,0,Generated feedback 9
597011,22,Male,16,6,0,17,Premium,Monthly,861.57,12,1,Generated feedback 10
597012,36,Male,10,1,1,1,Premium,Annual,759.3,18,0,Generated feedback 11
597013,65,Female,27,8,9,11,Premium,Annual,764.02,7,1,Generated feedback 12
597014,48,Male,6,4,3,14,Basic,Annual,960.77,14,0,Generated feedback 13
597015,32,Female,12,7,2,12,Premium,Quarterly,636.52,14,0,Generated feedback 14
597016,64,Male,33,7,9,22,Standard,Monthly,888.78,2,0,Generated feedback 15
597017,36,Male,10,6,9,17,Basic,Quarterly,467.57,22,1,Generated feedback 16
597018,45,Female,10,1,5,26,Basic,Monthly,870.68,16,0,Generated feedback 17
597019,41,Female,19,6,1,3,Standard,Quarterly,470.91,29,1,Generated feedback 18
597020,53,Male,24,6,9,26,Premium,Quarterly,501.7,17,0,Generated feedback 19
597021,65,Female,30,2,0,11,Standard,Quarterly,876.7,25,0,Generated feedback 20
597022,61,Female,29,1,1,7,Standard,Quarterly,272.73,13,1,Generated feedback 21
597023,49,Female,7,7,9,21,Basic,Annual,455.42,24,0,Generated feedback 22
597024,52,Female,27,2,2,5,Premium,Quarterly,224.29,23,0,Generated feedback 23
597025,34,Male,27,9,0,9,Basic,Annual,111.51,7,1,Generated feedback 24
597026,62,Male,13,9,9,28,Standard,Monthly,132.83,7,0,Generated feedback 25
597027,54,Female,21,1,2,1,Premium,Monthly,539.88,19,1,Generated feedback 26
597028,44,Female,32,7,9,28,Premium,Annual,663.61,11,1,Generated feedback 27
597029,66,Male,26,8,2,25,Basic,Annual,504.27,11,0,Generated feedback 28
597030,22,Male,3,2,4,29,Standard,Annual,288.18,11,0,Generated feedback 29
597031,40,Male,29,9,1,10,Standard,Monthly,128.88,22,1,Generated feedback 30
597032,57,Male,10,4,0,9,Basic,Monthly,766.37,8,0,Generated feedback 31
597033,61,Male,8,6,8,15,Basic,Monthly,749.75,13,1,Generated feedback 32
597034,51,Male,27,9,4,17,Standard,Monthly,897.87,25,0,Generated feedback 33
597035,67,Male,33,9,3,20,Standard,Annual,845.51,1,1,Generated feedback 34
597036,35,Male,25,5,0,17,Basic,Monthly,988.43,13,1,Generated feedback 35
597037,54,Female,28,8,7,14,Standard,Annual,177.52,12,0,Generated feedback 36
597038,34,Female,9,8,4,7,Premium,Monthly,861.08,6,0,Generated feedback 37
597039,23,Male,7,3,3,26,Premium,Quarterly,68.19,21,1,Generated feedback 38
597040,35,Female,21,8,7,16,Premium,Quarterly,389.31,23,0,Generated feedback 39
597041,40,Male,35,9,1,12,Premium,Annual,318.95,5,0,Generated feedback 40
597042,66,Female,35,8,4,13,Standard,Monthly,753.61,10,1,Generated feedback 41
597043,68,Male,23,2,8,8,Premium,Quarterly,213.4,19,1,Generated feedback 42
597044,58,Male,7,6,9,2,Premium,Monthly,673.0,14,0,Generated feedback 43
597045,42,Female,11,3,0,19,Premium,Monthly,281.18,14,0,Generated feedback 44
597046,27,Male,20,8,5,22,Standard,Monthly,458.93,6,1,Generated feedback 45
597047,57,Female,25,5,7,20,Basic,Quarterly,426.43,18,1,Generated feedback 46
597048,38,Female,12,1,7,24,Premium,Monthly,134.45,17,0,Generated feedback 47
597049,39,Female,12,1,6,20,Basic,Monthly,991.58,16,0,Generated feedback 48
597050,67,Female,18,9,7,10,Basic,Monthly,367.61,11,1,Generated feedback 49
597051,39,Female,25,3,2,15,Standard,Quarterly,275.32,22,0,Generated feedback 50
597052,20,Female,33,2,5,29,Premium,Annual,852.66,23,1,Generated feedback 51
597053,36,Male,7,1,9,9,Standard,Monthly,587.93,21,0,Generated feedback 52
597054,21,Male,32,2,2,0,Basic,Annual,214.88,14,1,Generated feedback 53
597055,29,Male,31,2,1,19,Basic,Annual,85.16,26,1,Generated feedback 54
597056,60,Male,3,6,7,28,Standard,Quarterly,989.68,18,0,Generated feedback 55
597057,32,Female,1,9,9,6,Premium,Monthly,930.84,29,1,Generated feedback 56
597058,23,Female,5,4,3,24,Basic,Quarterly,552.78,2,0,Generated feedback 57
597059,28,Male,12,5,8,20,Basic,Annual,904.72,17,1,Generated feedback 58
597060,63,Male,8,6,3,9,Premium,Quarterly,531.91,26,1,Generated feedback 59
597061,68,Male,25,6,9,17,Premium,Monthly,322.21,28,1,Generated feedback 60
597062,55,Female,5,1,2,24,Premium,Monthly,313.75,1,1,Generated feedback 61
597063,48,Male,35,2,3,4,Standard,Annual,801.42,1,1,Generated feedback 62
