customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
536001,19,Male,31,8,8,5,Basic,Quarterly,134.8,15,0,Generated feedback 0
536002,39,Male,25,7,7,19,Basic,Annual,554.06,13,0,Generated feedback 1
536003,36,Female,30,6,7,8,Basic,Quarterly,444.15,1,1,Generated feedback 2
536004,51,Male,30,2,8,14,Basic,Quarterly,843.03,4,0,Generated feedback 3
536005,53,Female,15,2,8,18,Premium,Monthly,617.16,27,1,Generated feedback 4
536006,53,Male,21,7,3,10,Basic,Annual,309.7,3,1,Generated feedback 5
536007,28,Male,8,8,2,4,Standard,Monthly,225.0,5,0,Generated feedback 6
536008,68,Female,14,6,3,4,Standard,Quarterly,90.89,15,1,Generated feedback 7
536009,57,Female,32,8,5,26,Standard,Annual,181.26,15,0,Generated feedback 8
536010,59,Male,31,3,3,15,Standard,Quarterly,733.33,12,1,Generated feedback 9
536011,42,Female,4,4,1,7,Premium,Monthly,375.61,7,0,Generated feedback 10
536012,39,Male,2,4,5,6,Standard,Annual,975.56,16,0,Generated feedback 11
536013,19,Male,30,6,0,16,Premium,Monthly,557.53,8,1,Generated feedback 12
536014,58,Male,24,1,3,12,Basic,Monthly,579.88,13,0,Generated feedback 13
536015,58,Male,18,2,3,14,Premium,Monthly,795.13,21,0,Generated feedback 14
536016,43,Female,35,3,4,19,Standard,Monthly,941.74,10,0,Generated feedback 15
536017,53,Male,18,8,8,27,Standard,Annual,982.43,8,0,Generated feedback 16
536018,31,Female,32,1,7,16,Standard,Monthly,943.43,20,1,Generated feedback 17
536019,25,Male,12,9,3,17,Premium,Monthly,490.37,5,0,Generated feedback 18
536020,62,Male,12,2,3,14,Basic,Annual,395.68,16,1,Generated feedback 19
536021,65,Male,14,7,6,21,Basic,Annual,525.46,16,1,Generated feedback 20
536022,29,Female,26,4,7,23,Premium,Monthly,70.37,21,0,Generated feedback 21
536023,25,Female,34,5,2,0,Basic,Annual,725.74,7,0,Generated feedback 22
536024,56,Male,28,3,2,2,Standard,Annual,301.49,8,0,Generated feedback 23
536025,40,Male,30,6,0,29,Premium,Monthly,649.7,21,1,Generated feedback 24
536026,34,Female,24,8,4,27,Standard,Monthly,381.9,9,0,Generated feedback 25
536027,18,Male,17,6,4,28,Basic,Annual,510.99,18,1,Generated feedback 26
536028,43,Male,35,7,2,26,Standard,Quarterly,246.79,7,0,Generated feedback 27
536029,47,Male,12,5,5,21,Standard,Annual,961.82,2,0,Generated feedback 28
536030,30,Male,27,5,3,25,Standard,Annual,536.15,1,1,Generated feedback 29
536031,51,Male,19,8,3,15,Standard,Monthly,842.89,7,1,Generated feedback 30
536032,45,Female,23,6,9,27,Basic,Annual,296.97,2,0,Generated feedback 31
536033,63,Female,9,6,0,11,Standard,Annual,241.45,29,0,Generated feedback 32
536034,52,Female,33,8,8,7,Standard,Monthly,160.8,8,1,Generated feedback 33
536035,21,Male,17,7,8,22,Premium,Monthly,889.61,19,1,Generated feedback 34
536036,48,Female,16,5,8,23,Basic,Monthly,556.39,9,0,Generated feedback 35
536037,68,Male,34,2,9,2,Standard,Monthly,303.28,4,1,Generated feedback 36
536038,53,Female,12,5,8,26,Premium,Quarterly,316.08,15,1,Generated feedback 37
536039,24,Female,30,3,4,3,Standard,Monthly,281.86,10,1,Generated feedback 38
536040,35,Male,22,8,3,8,Premium,Annual,579.94,5,0,Generated feedback 39
536041,47,Female,16,1,0,11,Standard,Quarterly,407.24,17,1,Generated feedback 40
536042,20,Male,32,8,2,26,Basic,Monthly,697.62,18,1,Generated feedback 41
536043,27,Female,4,7,0,4,Premium,Monthly,195.45,7,1,Generated feedback 42
536044,23,Male,15,6,8,17,Premium,Quarterly,755.91,5,0,Generated feedback 43
536045,65,Female,25,1,3,18,Premium,Annual,690.91,28,0,Generated feedback 44
536046,59,Male,28,5,3,0,Basic,Annual,123.61,10,1,Generated feedback 45
536047,52,Male,6,7,2,28,Standard,Monthly,256.13,25,0,Generated feedback 46
536048,22,Male,30,5,9,5,Basic,Monthly,664.42,14,0,Generated feedback 47
536049,41,Female,20,5,5,28,Basic,Annual,640.56,26,1,Generated feedback 48
536050,46,Female,6,7,2,9,Basic,Monthly,781.55,6,1,Generated feedback 49
536051,47,Male,20,6,8,27,Standard,Monthly,824.44,1,1,Generated feedback 50
536052,34,Female,6,1,4,6,Premium,Monthly,99.19,12,0,Generated feedback 51
536053,63,Female,34,6,3,1,Basic,Quarterly,144.01,8,1,Generated feedback 52
536054,18,Female,27,8,5,17,Standard,Annual,247.56,9,1,Generated feedback 53
536055,66,Female,32,3,4,21,Basic,Monthly,850.0,7,0,Generated feedback 54
536056,61,Female,2,4,4,16,Basic,Annual,138.38,12,0,Generated feedback 55
536057,58,Female,9,7,8,23,Standard,Quarterly,162.48,26,0,Generated feedback 56
536058,22,Male,31,4,9,11,Basic,Quarterly,794.1,3,0,Generated feedback 57
536059,57,Male,28,9,0,3,Basic,Quarterly,117.06,25,1,Generated feedback 58
536060,25,Male,21,3,6,5,Premium,Annual,206.17,10,1,Generated feedback 59
536061,39,Male,32,6,2,13,Standard,Annual,801.77,29,1,Generated feedback 60
536062,57,Male,3,5,5,22,Basic,Annual,803.41,10,0,Generated feedback 61
536063,18,Male,29,3,9,24,Basic,Monthly,121.39,22,1,Generated feedback 62
536064,58,Male,18,6,6,21,Premium,Annual,392.6,2,0,Generated feedback 63
536065,28,Female,27,5,1,13,Premium,Annual,543.47,25,1,Generated feedback 64
536066,65,Male,1,6,3,12,Standard,Annual,853.9,6,0,Generated feedback 65
536067,20,Female,11,9,8,3,Premium,Monthly,593.14,5,1,Generated feedback 66
536068,28,Female,3,9,9,13,Standard,Annual,317.16,22,0,Generated feedback 67
536069,47,Female,2,2,0,17,Standard,Annual,605.37,14,0,Generated feedback 68
536070,22,Male,35,5,1,1,Premium,Quarterly,462.48,3,0,Generated feedback 69
536071,31,Female,27,1,3,8,Basic,Monthly,755.06,7,1,Generated feedback 70
536072,25,Female,18,8,4,14,Standard,Quarterly,578.68,17,0,Generated feedback 71
536073,31,Female,11,1,4,5,Premium,Monthly,382.32,4,1,Generated feedback 72
536074,37,Female,34,1,4,7,Premium,Quarterly,155.97,19,0,Generated feedback 73
536075,28,Female,1,8,2,20,Premium,Annual,536.53,9,0,Generated feedback 74
536076,47,Male,2,6,9,0,Premium,Quarterly,645.24,14,1,Generated feedback 75
536077,42,Male,9,9,5,9,Basic,Monthly,590.62,7,0,Generated feedback 76
536078,55,Male,7,1,2,25,Standard,Quarterly,292.59,27,0,Generated feedback 77
536079,36,Female,17,1,4,5,Premium,Monthly,446.39,14,0,Generated feedback 78
536080,57,Male,22,7,9,6,Basic,Quarterly,82.72,21,1,Generated feedback 79
536081,38,Male,20,2,9,29,Premium,Quarterly,171.15,23,0,Generated feedback 80
536082,23,Female,27,3,5,6,Standard,Annual,490.13,5,0,Generated feedback 81
536083,30,Male,19,1,5,18,Standard,Monthly,305.36,8,0,Generated feedback 82
536084,19,Female,24,5,5,23,Basic,Monthly,195.07,12,0,Generated feedback 83
536085,49,Male,34,8,8,11,Standard,Annual,883.6,21,0,Generated feedback 84
536086,28,Female,9,2,8,16,Standard,Monthly,467.12,25,1,Generated feedback 85
536087,54,Male,17,3,8,8,Standard,Monthly,486.82,17,1,Generated feedback 86
536088,53,Female,13,9,6,0,Premium,Quarterly,485.16,25,1,Generated feedback 87
536089,57,Male,23,4,9,1,Standard,Monthly,55.65,26,0,Generated feedback 88
536090,66,Male,7,2,2,3,Premium,Annual,898.89,19,0,Generated feedback 89
536091,46,Female,19,6,3,3,Standard,Quarterly,559.87,7,0,Generated feedback 90
536092,50,Male,18,6,4,21,Standard,Monthly,847.15,5,1,Generated feedback 91
536093,56,Female,5,6,6,0,Basic,Monthly,999.58,27,1,Generated feedback 92
536094,28,Female,19,6,0,19,Basic,Quarterly,527.82,3,0,Generated feedback 93
536095,26,Male,18,7,2,17,Basic,Annual,360.29,5,1,Generated feedback 94
536096,44,Female,3,8,4,7,Standard,Annual,188.42,22,1,Generated feedback 95
536097,42,Female,25,2,1,5,Premium,Quarterly,842.99,29,1,Generated feedback 96
536098,50,Female,14,7,5,20,Basic,Monthly,157.08,4,0,Generated feedback 97
536099,22,Male,16,6,9,2,Basic,Annual,483.98,23,1,Generated feedback 98
536100,55,Female,16,5,8,19,Standard,Monthly,965.9,24,1,Generated feedback 99
536101,30,Female,14,5,7,0,Standard,Quarterly,421.64,23,0,Generated feedback 100
536102,38,Male,23,2,7,21,Premium,Monthly,865.64,20,1,Generated feedback 101
536103,41,Female,22,9,8,8,Standard,Quarterly,384.83,8,0,Generated feedback 102
536104,61,Female,5,6,3,25,Premium,Annual,864.6,13,0,Generated feedback 103
536105,46,Male,18,1,4,2,Basic,Monthly,110.77,7,0,Generated feedback 104
536106,41,Male,18,4,8,15,Premium,Monthly,368.44,25,1,Generated feedback 105
536107,46,Female,10,8,8,1,Basic,Quarterly,694.11,11,1,Generated feedback 106
536108,67,Female,10,3,1,10,Basic,Annual,554.64,2,1,Generated feedback 107
536109,66,Male,3,7,4,7,Basic,Annual,139.18,29,1,Generated feedback 108
536110,30,Female,1,9,5,9,Basic,Annual,948.56,8,0,Generated feedback 109
536111,28,Male,11,4,2,20,Premium,Quarterly,571.83,13,0,Generated feedback 110
536112,67,Female,24,4,8,0,Basic,Annual,219.73,16,0,Generated feedback 111
536113,31,Male,22,6,8,10,Basic,Annual,373.71,11,1,Generated feedback 112
536114,49,Male,28,8,8,4,Standard,Quarterly,121.33,2,1,Generated feedback 113
536115,19,Male,28,5,4,12,Premium,Annual,762.75,16,1,Generated feedback 114
536116,58,Female,30,4,4,22,Basic,Annual,651.74,21,1,Generated feedback 115
536117,38,Female,31,4,0,7,Premium,Quarterly,557.85,6,0,Generated feedback 116
536118,19,Female,34,6,3,3,Basic,Monthly,641.11,25,0,Generated feedback 117
536119,24,Male,6,1,2,9,Premium,Monthly,116.45,27,0,Generated feedback 118
536120,47,Female,16,3,1,20,Standard,Annual,417.62,14,1,Generated feedback 119
536121,27,Male,28,1,5,8,Basic,Annual,810.66,23,0,Generated feedback 120
536122,38,Male,12,8,6,5,Basic,Monthly,400.37,14,0,Generated feedback 121
536123,60,Male,5,6,8,8,Basic,Monthly,237.63,29,0,Generated feedback 122
536124,69,Female,25,8,0,16,Premium,Monthly,968.63,11,1,Generated feedback 123
536125,26,Male,33,9,4,23,Basic,Quarterly,465.3,10,1,Generated feedback 124
536126,31,Female,24,2,6,12,Standard,Quarterly,602.53,18,0,Generated feedback 125
536127,26,Male,32,6,5,9,Basic,Quarterly,192.86,3,0,Generated feedback 126
536128,47,Male,27,3,7,9,Basic,Quarterly,955.94,7,0,Generated feedback 127
536129,41,Male,8,4,5,15,Basic,Quarterly,931.3,10,0,Generated feedback 128
536130,59,Male,21,1,5,10,Premium,Monthly,739.79,4,1,Generated feedback 129
536131,47,Male,3,8,1,5,Basic,Quarterly,191.36,5,0,Generated feedback 130
536132,36,Female,8,5,6,13,Standard,Annual,628.38,10,0,Generated feedback 131
536133,28,Female,21,1,2,28,Premium,Quarterly,530.93,21,0,Generated feedback 132
536134,49,Female,32,5,3,26,Premium,Quarterly,970.1,12,0,Generated feedback 133
536135,37,Female,5,5,2,19,Standard,Monthly,265.96,10,0,Generated feedback 134
536136,18,Female,20,8,7,23,Standard,Annual,775.05,28,1,Generated feedback 135
536137,68,Female,5,3,9,14,Standard,Annual,656.11,24,1,Generated feedback 136
536138,38,Male,35,8,3,23,Standard,Annual,91.35,29,1,Generated feedback 137
536139,58,Male,27,1,8,18,Standard,Annual,860.9,4,0,Generated feedback 138
536140,59,Female,10,6,1,23,Premium,Monthly,564.51,3,0,Generated feedback 139
536141,45,Female,24,2,8,3,Basic,Quarterly,778.15,10,0,Generated feedback 140
536142,42,Male,23,7,3,7,Premium,Monthly,642.82,24,0,Generated feedback 141
536143,54,Female,9,5,4,26,Basic,Quarterly,940.04,5,0,Generated feedback 142
536144,61,Female,20,3,9,21,Basic,Monthly,276.08,21,0,Generated feedback 143
536145,63,Female,6,1,6,16,Basic,Quarterly,126.2,7,0,Generated feedback 144
536146,41,Male,8,4,4,11,Premium,Annual,550.29,14,0,Generated feedback 145
536147,36,Male,34,8,6,15,Premium,Monthly,99.18,25,0,Generated feedback 146
536148,50,Male,16,9,2,24,Premium,Quarterly,598.56,20,0,Generated feedback 147
536149,37,Female,33,2,3,14,Premium,Annual,999.27,10,1,Generated feedback 148
536150,32,Male,12,7,4,13,Basic,Quarterly,451.74,27,1,Generated feedback 149
536151,25,Female,31,1,5,4,Premium,Annual,140.87,26,0,Generated feedback 150
536152,38,Male,17,1,6,21,Premium,Quarterly,923.48,19,1,Generated feedback 151
536153,68,Female,2,5,2,8,Basic,Quarterly,263.25,9,1,Generated feedback 152
536154,58,Male,28,2,0,27,Basic,Monthly,595.37,25,0,Generated feedback 153
