customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
452001,62,Female,22,1,1,26,Premium,Quarterly,443.98,25,1,Generated feedback 0
452002,45,Female,35,5,7,2,Standard,Quarterly,691.42,12,1,Generated feedback 1
452003,18,Female,29,5,1,18,Premium,Quarterly,810.12,19,1,Generated feedback 2
452004,42,Female,23,9,8,20,Premium,Quarterly,139.25,10,1,Generated feedback 3
452005,44,Female,7,3,2,1,Basic,Monthly,569.41,2,0,Generated feedback 4
452006,48,Male,13,4,6,7,Premium,Annual,423.38,3,1,Generated feedback 5
452007,52,Female,5,2,1,18,Standard,Quarterly,356.12,16,0,Generated feedback 6
452008,53,Female,25,5,4,18,Standard,Quarterly,862.75,14,1,Generated feedback 7
452009,52,Female,34,4,4,8,Premium,Annual,381.46,3,0,Generated feedback 8
452010,32,Female,24,6,5,19,Standard,Monthly,924.33,16,1,Generated feedback 9
452011,56,Male,17,1,0,25,Basic,Monthly,807.16,11,1,Generated feedback 10
452012,23,Female,30,6,6,18,Basic,Quarterly,941.17,8,0,Generated feedback 11
452013,57,Female,24,6,4,8,Basic,Monthly,290.4,13,0,Generated feedback 12
452014,61,Male,13,3,2,18,Basic,Monthly,737.77,20,0,Generated feedback 13
452015,20,Male,13,6,0,28,Basic,Monthly,608.02,11,0,Generated feedback 14
452016,60,Female,13,2,7,15,Standard,Quarterly,489.92,5,0,Generated feedback 15
452017,26,Female,18,7,9,23,Standard,Monthly,669.75,5,1,Generated feedback 16
452018,26,Female,11,7,8,8,Standard,Quarterly,909.86,5,1,Generated feedback 17
452019,40,Female,19,8,2,17,Premium,Quarterly,216.36,10,0,Generated feedback 18
452020,49,Male,6,9,6,19,Standard,Monthly,165.35,8,1,Generated feedback 19
452021,39,Male,8,3,1,3,Standard,Quarterly,252.5,15,1,Generated feedback 20
452022,36,Male,26,1,2,18,Standard,Monthly,811.38,22,0,Generated feedback 21
452023,68,Female,9,9,9,28,Premium,Quarterly,617.97,15,1,Generated feedback 22
452024,61,Female,23,4,4,12,Standard,Monthly,845.75,3,0,Generated feedback 23
452025,43,Female,27,6,7,10,Basic,Annual,324.55,23,1,Generated feedback 24
452026,21,Male,15,3,6,9,Premium,Monthly,404.85,22,0,Generated feedback 25
452027,22,Female,11,7,6,4,Standard,Annual,635.21,25,1,Generated feedback 26
452028,32,Female,2,7,5,14,Premium,Annual,184.74,17,1,Generated feedback 27
452029,61,Female,32,3,9,29,Basic,Monthly,799.9,19,1,Generated feedback 28
452030,49,Male,17,5,9,20,Basic,Monthly,187.72,1,1,Generated feedback 29
452031,51,Male,21,1,4,10,Standard,Monthly,122.96,9,1,Generated feedback 30
452032,36,Male,2,5,0,14,Premium,Annual,985.9,15,0,Generated feedback 31
452033,18,Male,18,3,2,18,Premium,Quarterly,887.42,15,1,Generated feedback 32
452034,39,Female,16,9,9,16,Premium,Quarterly,983.26,9,1,Generated feedback 33
452035,58,Female,7,6,1,9,Premium,Monthly,501.72,7,1,Generated feedback 34
452036,29,Male,12,6,5,13,Standard,Annual,918.06,12,0,Generated feedback 35
452037,42,Female,28,8,1,7,Basic,Quarterly,720.49,9,0,Generated feedback 36
452038,61,Female,7,6,1,28,Basic,Annual,833.01,13,1,Generated feedback 37
452039,23,Male,35,7,5,7,Standard,Monthly,313.73,24,0,Generated feedback 38
452040,68,Female,35,6,6,9,Standard,Quarterly,831.15,6,0,Generated feedback 39
452041,26,Female,6,6,0,10,Standard,Annual,295.52,29,1,Generated feedback 40
452042,51,Male,9,5,2,20,Premium,Quarterly,925.67,2,0,Generated feedback 41
452043,57,Female,27,3,2,5,Premium,Annual,559.97,8,0,Generated feedback 42
452044,24,Male,26,6,1,26,Basic,Quarterly,172.3,5,1,Generated feedback 43
452045,50,Male,10,4,2,9,Standard,Quarterly,772.45,7,1,Generated feedback 44
452046,28,Female,1,4,3,16,Basic,Monthly,491.83,21,1,Generated feedback 45
452047,64,Male,14,6,9,3,Basic,Monthly,602.95,23,1,Generated feedback 46
452048,45,Male,22,5,7,12,Premium,Monthly,628.33,14,0,Generated feedback 47
452049,32,Female,25,8,8,28,Premium,Quarterly,54.0,27,1,Generated feedback 48
452050,34,Male,13,9,5,28,Basic,Annual,447.7,25,1,Generated feedback 49
452051,62,Female,35,5,7,5,Basic,Quarterly,182.58,22,0,Generated feedback 50
452052,43,Female,3,4,9,24,Premium,Monthly,184.21,5,0,Generated feedback 51
452053,56,Male,27,9,3,7,Basic,Quarterly,964.88,17,0,Generated feedback 52
452054,20,Male,2,1,8,0,Premium,Monthly,251.74,7,1,Generated feedback 53
452055,23,Female,24,5,8,24,Basic,Annual,256.32,15,0,Generated feedback 54
452056,65,Male,6,7,1,17,Basic,Monthly,472.47,14,0,Generated feedback 55
452057,43,Female,27,1,8,18,Standard,Quarterly,526.47,25,1,Generated feedback 56
452058,59,Male,25,9,6,29,Premium,Quarterly,525.82,5,0,Generated feedback 57
452059,42,Male,20,6,8,8,Standard,Quarterly,225.53,28,0,Generated feedback 58
452060,67,Female,16,8,0,5,Standard,Quarterly,473.75,6,0,Generated feedback 59
452061,35,Male,26,4,8,17,Basic,Quarterly,322.18,26,0,Generated feedback 60
452062,18,Male,11,2,0,17,Basic,Quarterly,606.24,9,1,Generated feedback 61
452063,66,Male,28,7,0,9,Basic,Quarterly,368.06,4,0,Generated feedback 62
452064,41,Female,21,5,8,4,Standard,Monthly,253.92,14,1,Generated feedback 63
452065,18,Female,7,4,2,13,Premium,Annual,923.36,27,0,Generated feedback 64
452066,19,Male,28,8,9,8,Standard,Quarterly,442.84,26,1,Generated feedback 65
452067,59,Female,35,4,6,24,Standard,Monthly,332.03,4,1,Generated feedback 66
