customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
417001,27,Female,7,6,4,12,Standard,Annual,914.89,2,0,Generated feedback 0
417002,51,Female,11,6,5,2,Premium,Quarterly,893.71,22,0,Generated feedback 1
417003,48,Female,31,4,9,15,Standard,Quarterly,253.23,13,0,Generated feedback 2
417004,22,Male,4,9,0,16,Premium,Annual,886.05,12,1,Generated feedback 3
417005,48,Male,19,6,7,24,Standard,Monthly,76.7,5,1,Generated feedback 4
417006,31,Male,35,4,8,7,Premium,Quarterly,202.8,16,1,Generated feedback 5
417007,47,Female,5,4,9,19,Premium,Monthly,971.73,26,0,Generated feedback 6
417008,40,Female,25,5,8,14,Premium,Monthly,826.04,18,0,Generated feedback 7
417009,37,Female,33,6,4,21,Standard,Monthly,958.7,6,1,Generated feedback 8
417010,68,Male,2,1,5,0,Basic,Quarterly,386.29,1,1,Generated feedback 9
417011,55,Female,16,8,7,24,Premium,Quarterly,265.65,2,1,Generated feedback 10
417012,20,Female,10,5,7,5,Standard,Quarterly,451.92,29,0,Generated feedback 11
417013,45,Male,30,4,4,18,Basic,Quarterly,346.43,29,1,Generated feedback 12
417014,45,Male,6,7,3,27,Premium,Quarterly,475.17,16,1,Generated feedback 13
417015,39,Male,26,8,5,25,Basic,Monthly,500.1,4,0,Generated feedback 14
417016,30,Female,1,2,7,1,Premium,Quarterly,138.22,1,0,Generated feedback 15
417017,55,Female,35,4,5,22,Premium,Monthly,644.52,19,1,Generated feedback 16
417018,57,Male,27,5,8,10,Standard,Annual,410.52,26,0,Generated feedback 17
417019,49,Male,26,4,0,15,Standard,Annual,345.73,4,1,Generated feedback 18
417020,19,Male,7,4,7,29,Standard,Monthly,745.07,9,0,Generated feedback 19
417021,45,Female,30,3,6,23,Basic,Quarterly,63.06,11,1,Generated feedback 20
417022,24,Male,13,8,6,24,Premium,Monthly,325.37,13,0,Generated feedback 21
417023,43,Female,11,4,5,18,Basic,Quarterly,801.3,11,0,Generated feedback 22
417024,63,Male,29,9,3,7,Standard,Quarterly,905.39,29,0,Generated feedback 23
417025,51,Male,4,1,8,7,Premium,Annual,711.59,1,0,Generated feedback 24
417026,45,Male,1,9,6,14,Premium,Annual,371.61,13,0,Generated feedback 25
417027,60,Female,14,4,2,13,Standard,Annual,646.76,22,1,Generated feedback 26
417028,32,Male,4,4,6,20,Standard,Annual,84.36,16,0,Generated feedback 27
417029,55,Male,17,6,6,21,Basic,Annual,173.26,9,0,Generated feedback 28
417030,54,Female,31,5,4,7,Basic,Quarterly,898.44,29,1,Generated feedback 29
417031,31,Female,17,9,4,15,Basic,Quarterly,192.82,9,1,Generated feedback 30
417032,56,Female,31,5,4,4,Standard,Quarterly,419.74,16,1,Generated feedback 31
417033,23,Male,33,9,4,29,Premium,Annual,813.18,13,0,Generated feedback 32
417034,59,Male,6,3,7,17,Standard,Monthly,878.78,8,1,Generated feedback 33
417035,59,Male,8,3,1,11,Basic,Quarterly,939.92,11,1,Generated feedback 34
417036,28,Female,18,1,7,4,Standard,Annual,82.83,20,1,Generated feedback 35
417037,19,Female,34,5,2,2,Premium,Annual,498.64,28,0,Generated feedback 36
417038,47,Female,12,6,1,15,Basic,Annual,69.26,19,1,Generated feedback 37
417039,25,Female,8,3,2,3,Basic,Annual,631.9,17,0,Generated feedback 38
417040,23,Female,18,6,3,27,Basic,Quarterly,439.96,15,0,Generated feedback 39
417041,65,Male,22,9,1,19,Premium,Annual,937.41,19,0,Generated feedback 40
417042,23,Male,17,5,1,29,Standard,Annual,383.62,5,1,Generated feedback 41
417043,41,Female,24,1,9,18,Premium,Monthly,475.26,18,1,Generated feedback 42
417044,55,Male,26,8,9,5,Standard,Quarterly,557.25,19,0,Generated feedback 43
417045,52,Male,15,9,0,5,Standard,Monthly,776.24,28,0,Generated feedback 44
417046,38,Female,30,8,9,19,Premium,Quarterly,60.29,14,0,Generated feedback 45
417047,58,Male,25,8,4,28,Standard,Annual,905.49,28,0,Generated feedback 46
417048,59,Female,23,1,8,22,Basic,Monthly,564.93,22,1,Generated feedback 47
417049,49,Male,22,4,3,18,Basic,Monthly,503.19,14,0,Generated feedback 48
417050,57,Male,12,7,6,22,Premium,Annual,487.21,12,0,Generated feedback 49
417051,58,Female,31,6,3,27,Premium,Monthly,713.47,28,1,Generated feedback 50
417052,24,Male,5,7,4,29,Standard,Annual,605.99,6,0,Generated feedback 51
417053,39,Male,7,4,9,24,Standard,Quarterly,737.61,26,0,Generated feedback 52
417054,66,Female,26,9,8,13,Standard,Annual,800.0,10,0,Generated feedback 53
417055,49,Female,24,2,4,2,Basic,Annual,688.27,17,1,Generated feedback 54
417056,29,Female,28,8,8,28,Standard,Annual,750.74,27,1,Generated feedback 55
417057,39,Male,12,8,8,29,Basic,Annual,50.62,5,0,Generated feedback 56
417058,54,Male,27,3,8,24,Standard,Annual,148.85,3,0,Generated feedback 57
417059,29,Male,22,3,7,17,Standard,Monthly,622.46,3,1,Generated feedback 58
417060,47,Female,11,9,4,4,Standard,Monthly,87.69,6,0,Generated feedback 59
417061,19,Female,5,3,4,21,Basic,Annual,362.16,5,0,Generated feedback 60
417062,32,Female,16,2,0,7,Basic,Quarterly,196.53,22,0,Generated feedback 61
417063,67,Female,32,3,6,10,Premium,Monthly,86.46,10,1,Generated feedback 62
417064,35,Female,33,1,9,7,Standard,Quarterly,381.13,24,1,Generated feedback 63
417065,43,Female,21,6,7,7,Standard,Annual,88.12,13,1,Generated feedback 64
417066,28,Male,12,2,7,29,Standard,Quarterly,947.99,25,0,Generated feedback 65
417067,38,Female,19,2,4,28,Premium,Monthly,624.81,24,0,Generated feedback 66
417068,44,Female,3,9,3,23,Standard,Monthly,346.02,26,1,Generated feedback 67
417069,23,Female,20,2,8,21,Premium,Annual,921.04,13,0,Generated feedback 68
417070,27,Male,23,3,1,5,Premium,Annual,867.63,12,1,Generated feedback 69
417071,55,Female,8,9,8,9,Premium,Annual,383.87,12,1,Generated feedback 70
417072,51,Male,34,5,3,24,Premium,Monthly,459.36,28,1,Generated feedback 71
417073,62,Female,8,8,0,13,Basic,Monthly,525.24,11,0,Generated feedback 72
417074,27,Female,21,9,7,22,Standard,Annual,970.66,14,1,Generated feedback 73
417075,56,Female,31,7,7,9,Standard,Quarterly,455.14,10,0,Generated feedback 74
417076,68,Female,19,5,2,26,Premium,Monthly,854.78,21,0,Generated feedback 75
417077,21,Female,9,6,7,18,Basic,Quarterly,325.23,19,0,Generated feedback 76
417078,56,Female,28,4,4,12,Premium,Annual,91.52,8,1,Generated feedback 77
417079,40,Male,21,1,6,16,Standard,Monthly,404.68,21,1,Generated feedback 78
417080,47,Male,13,5,8,19,Standard,Monthly,787.36,8,0,Generated feedback 79
417081,67,Female,4,7,7,8,Standard,Annual,150.66,1,1,Generated feedback 80
417082,65,Female,26,9,5,3,Basic,Annual,487.23,14,1,Generated feedback 81
417083,36,Female,6,9,3,24,Basic,Annual,481.19,8,0,Generated feedback 82
417084,37,Male,21,7,6,22,Basic,Quarterly,215.3,17,1,Generated feedback 83
417085,18,Female,27,1,8,3,Standard,Quarterly,715.57,21,0,Generated feedback 84
417086,46,Female,11,4,1,18,Basic,Quarterly,729.11,18,0,Generated feedback 85
417087,63,Male,15,1,3,2,Basic,Annual,975.36,9,0,Generated feedback 86
417088,51,Female,24,8,9,28,Premium,Monthly,795.55,2,1,Generated feedback 87
417089,29,Female,12,8,6,18,Premium,Quarterly,935.01,25,0,Generated feedback 88
417090,56,Female,6,4,2,13,Standard,Annual,429.91,22,0,Generated feedback 89
417091,19,Female,19,4,8,24,Standard,Annual,888.76,9,0,Generated feedback 90
417092,63,Male,16,7,5,19,Premium,Monthly,229.48,23,1,Generated feedback 91
417093,47,Female,23,1,2,24,Standard,Monthly,517.9,7,1,Generated feedback 92
417094,53,Female,6,7,0,15,Premium,Quarterly,421.39,5,0,Generated feedback 93
417095,36,Female,22,6,7,11,Basic,Quarterly,241.38,26,1,Generated feedback 94
417096,47,Male,31,1,7,25,Basic,Quarterly,517.66,8,1,Generated feedback 95
417097,50,Female,35,4,5,5,Basic,Annual,669.79,4,1,Generated feedback 96
417098,64,Male,12,2,4,4,Premium,Annual,108.17,3,1,Generated feedback 97
417099,40,Female,16,8,6,2,Basic,Monthly,124.7,5,0,Generated feedback 98
417100,34,Male,21,8,4,1,Standard,Annual,876.04,11,1,Generated feedback 99
417101,42,Male,27,3,3,28,Premium,Annual,228.84,23,0,Generated feedback 100
417102,40,Male,15,6,7,14,Standard,Monthly,619.43,19,1,Generated feedback 101
417103,59,Female,25,4,1,19,Basic,Monthly,359.59,8,0,Generated feedback 102
417104,66,Male,23,1,7,20,Standard,Annual,992.97,26,0,Generated feedback 103
417105,43,Female,2,7,7,11,Premium,Monthly,779.15,12,1,Generated feedback 104
417106,46,Male,6,1,9,9,Standard,Monthly,240.57,19,1,Generated feedback 105
417107,67,Male,6,1,6,7,Standard,Monthly,587.53,16,0,Generated feedback 106
417108,26,Male,14,5,2,2,Premium,Quarterly,254.91,12,1,Generated feedback 107
417109,57,Female,3,1,6,15,Basic,Quarterly,60.06,14,0,Generated feedback 108
417110,64,Female,8,6,8,20,Standard,Quarterly,599.51,24,1,Generated feedback 109
417111,69,Male,34,1,3,10,Premium,Quarterly,112.09,20,1,Generated feedback 110
417112,41,Female,19,9,8,7,Premium,Quarterly,519.08,11,1,Generated feedback 111
417113,56,Male,16,4,2,17,Standard,Quarterly,988.1,21,1,Generated feedback 112
417114,47,Female,30,6,2,18,Basic,Annual,599.2,3,0,Generated feedback 113
417115,42,Male,19,8,2,25,Standard,Monthly,388.92,3,0,Generated feedback 114
417116,63,Male,4,9,0,17,Premium,Annual,822.25,29,1,Generated feedback 115
417117,25,Female,24,4,1,21,Premium,Quarterly,56.55,4,1,Generated feedback 116
417118,65,Female,32,5,3,22,Premium,Annual,683.03,17,1,Generated feedback 117
417119,48,Female,32,1,3,28,Premium,Quarterly,91.88,2,0,Generated feedback 118
417120,21,Male,18,5,7,21,Basic,Annual,473.59,16,0,Generated feedback 119
417121,45,Female,3,2,1,25,Standard,Annual,493.45,4,0,Generated feedback 120
417122,24,Male,34,3,7,10,Premium,Monthly,832.14,16,0,Generated feedback 121
417123,35,Male,21,2,7,19,Basic,Monthly,430.28,19,1,Generated feedback 122
417124,47,Female,10,2,6,14,Premium,Quarterly,606.05,20,1,Generated feedback 123
417125,26,Male,7,4,2,3,Premium,Monthly,173.42,21,0,Generated feedback 124
417126,38,Female,29,4,5,9,Standard,Quarterly,307.04,1,0,Generated feedback 125
417127,29,Female,5,9,1,8,Basic,Quarterly,167.37,9,1,Generated feedback 126
417128,55,Male,7,9,5,3,Standard,Quarterly,844.58,17,0,Generated feedback 127
417129,69,Male,8,3,3,15,Standard,Quarterly,82.28,22,1,Generated feedback 128
417130,63,Female,19,6,6,5,Premium,Annual,189.57,14,0,Generated feedback 129
417131,51,Male,25,3,8,12,Standard,Quarterly,398.34,27,0,Generated feedback 130
417132,43,Male,22,3,0,0,Basic,Annual,954.44,19,1,Generated feedback 131
417133,45,Male,11,1,4,11,Basic,Quarterly,738.28,19,1,Generated feedback 132
417134,30,Female,3,8,8,3,Basic,Annual,396.79,10,1,Generated feedback 133
417135,28,Male,16,8,8,29,Basic,Quarterly,348.53,5,0,Generated feedback 134
417136,39,Male,7,6,0,5,Premium,Quarterly,839.18,7,1,Generated feedback 135
417137,43,Female,3,8,3,27,Premium,Quarterly,432.63,26,1,Generated feedback 136
417138,31,Female,26,8,2,27,Basic,Quarterly,904.63,7,1,Generated feedback 137
417139,37,Male,34,5,4,12,Premium,Monthly,502.37,16,1,Generated feedback 138
417140,35,Female,3,5,9,11,Basic,Quarterly,879.78,14,0,Generated feedback 139
417141,21,Male,14,8,1,28,Standard,Annual,888.03,22,0,Generated feedback 140
417142,68,Female,23,3,7,1,Standard,Quarterly,955.91,21,1,Generated feedback 141
417143,26,Male,3,5,2,25,Basic,Quarterly,357.31,1,1,Generated feedback 142
417144,39,Male,29,4,5,20,Standard,Annual,755.56,9,1,Generated feedback 143
417145,24,Female,12,4,0,14,Standard,Annual,358.57,8,1,Generated feedback 144
417146,41,Male,19,9,4,12,Basic,Quarterly,547.0,20,1,Generated feedback 145
417147,59,Female,1,7,2,14,Standard,Annual,688.79,13,0,Generated feedback 146
417148,60,Female,33,9,8,2,Standard,Quarterly,474.72,26,1,Generated feedback 147
417149,44,Male,12,6,4,10,Basic,Quarterly,357.97,25,1,Generated feedback 148
417150,58,Female,19,2,2,11,Premium,Annual,401.63,6,0,Generated feedback 149
417151,30,Female,26,7,3,24,Standard,Quarterly,606.56,21,0,Generated feedback 150
417152,69,Male,19,7,4,7,Basic,Annual,481.6,26,1,Generated feedback 151
417153,37,Female,26,3,0,22,Basic,Annual,435.56,16,1,Generated feedback 152
417154,66,Male,14,5,8,12,Basic,Monthly,115.76,13,0,Generated feedback 153
417155,18,Male,30,2,8,0,Standard,Monthly,553.2,4,0,Generated feedback 154
417156,41,Female,32,1,3,6,Standard,Annual,907.92,18,1,Generated feedback 155
417157,65,Female,26,6,8,14,Basic,Annual,788.53,11,1,Generated feedback 156
417158,29,Male,15,4,2,26,Basic,Quarterly,123.04,6,1,Generated feedback 157
417159,19,Male,12,4,9,16,Premium,Monthly,488.57,18,0,Generated feedback 158
417160,68,Female,2,1,1,7,Basic,Quarterly,418.16,2,1,Generated feedback 159
417161,50,Male,7,8,0,8,Standard,Annual,394.18,22,0,Generated feedback 160
417162,40,Male,19,4,8,29,Standard,Annual,655.32,8,0,Generated feedback 161
417163,25,Female,10,6,2,8,Basic,Quarterly,356.28,29,1,Generated feedback 162
417164,38,Male,16,9,7,17,Basic,Quarterly,715.86,2,0,Generated feedback 163
417165,39,Male,16,8,4,3,Premium,Monthly,575.4,2,0,Generated feedback 164
417166,24,Male,27,2,4,22,Standard,Annual,897.19,26,0,Generated feedback 165
417167,60,Female,26,1,1,9,Basic,Annual,204.14,28,1,Generated feedback 166
417168,38,Male,3,1,9,18,Standard,Monthly,416.56,11,0,Generated feedback 167
417169,57,Female,10,1,9,13,Standard,Annual,105.16,3,1,Generated feedback 168
417170,25,Female,28,9,8,25,Basic,Quarterly,352.66,13,0,Generated feedback 169
417171,33,Female,1,5,8,2,Premium,Quarterly,834.86,29,0,Generated feedback 170
417172,48,Female,1,4,1,5,Basic,Quarterly,367.11,20,1,Generated feedback 171
417173,58,Female,10,6,7,27,Premium,Annual,573.78,1,1,Generated feedback 172
417174,25,Male,31,9,9,8,Standard,Annual,195.15,25,0,Generated feedback 173
417175,61,Female,8,7,7,4,Premium,Quarterly,835.09,11,1,Generated feedback 174
417176,65,Male,16,6,0,6,Basic,Annual,442.45,22,1,Generated feedback 175
417177,59,Female,14,9,6,19,Premium,Annual,101.4,13,0,Generated feedback 176
417178,67,Male,5,4,9,1,Standard,Quarterly,642.37,25,1,Generated feedback 177
417179,31,Male,30,4,7,15,Premium,Annual,569.49,26,1,Generated feedback 178
417180,64,Female,3,8,6,25,Basic,Annual,456.3,4,1,Generated feedback 179
417181,27,Male,27,8,1,21,Basic,Monthly,752.22,7,0,Generated feedback 180
417182,60,Male,2,6,1,7,Premium,Monthly,191.15,10,0,Generated feedback 181
417183,39,Male,20,7,9,7,Standard,Monthly,555.26,10,1,Generated feedback 182
417184,45,Female,8,8,6,22,Standard,Annual,512.94,21,0,Generated feedback 183
417185,25,Male,25,1,9,1,Basic,Quarterly,377.51,16,0,Generated feedback 184
417186,42,Male,2,4,9,2,Premium,Quarterly,346.29,21,1,Generated feedback 185
417187,26,Female,25,4,6,11,Basic,Annual,939.73,8,0,Generated feedback 186
417188,58,Female,33,7,6,7,Premium,Quarterly,455.35,12,0,Generated feedback 187
417189,25,Male,4,8,1,15,Standard,Annual,235.75,25,1,Generated feedback 188
417190,59,Female,20,1,1,11,Standard,Monthly,349.91,8,0,Generated feedback 189
417191,43,Male,10,8,2,14,Basic,Annual,262.02,2,0,Generated feedback 190
417192,25,Female,10,7,2,12,Standard,Monthly,473.34,28,1,Generated feedback 191
417193,62,Female,26,1,8,10,Basic,Quarterly,691.52,18,0,Generated feedback 192
417194,59,Male,17,5,5,6,Standard,Monthly,699.05,21,0,Generated feedback 193
417195,36,Male,5,4,0,5,Standard,Annual,370.4,17,0,Generated feedback 194
417196,57,Female,6,5,9,23,Standard,Quarterly,720.14,14,1,Generated feedback 195
417197,31,Male,21,9,4,26,Basic,Quarterly,703.83,18,1,Generated feedback 196
417198,20,Female,3,1,4,29,Basic,Annual,623.73,27,0,Generated feedback 197
417199,25,Female,21,3,7,9,Premium,Quarterly,70.97,21,1,Generated feedback 198
417200,58,Female,17,3,2,7,Standard,Quarterly,612.6,20,1,Generated feedback 199
417201,54,Male,12,7,5,8,Standard,Annual,657.4,26,0,Generated feedback 200
417202,19,Male,19,7,3,27,Standard,Monthly,646.77,18,0,Generated feedback 201
417203,32,Male,7,2,1,10,Premium,Quarterly,944.86,3,0,Generated feedback 202
417204,38,Male,30,2,5,11,Premium,Quarterly,400.22,24,1,Generated feedback 203
417205,59,Male,8,5,0,6,Premium,Monthly,675.77,27,0,Generated feedback 204
417206,39,Female,18,5,3,0,Premium,Monthly,885.89,1,1,Generated feedback 205
417207,61,Female,5,9,4,6,Basic,Annual,638.79,24,1,Generated feedback 206
417208,52,Female,29,5,4,6,Basic,Quarterly,511.32,19,0,Generated feedback 207
417209,32,Male,28,6,7,16,Standard,Monthly,65.42,18,0,Generated feedback 208
417210,64,Male,29,9,8,17,Basic,Monthly,458.54,26,0,Generated feedback 209
417211,33,Male,23,9,6,19,Basic,Quarterly,59.16,19,1,Generated feedback 210
417212,31,Female,33,6,2,22,Basic,Quarterly,377.67,15,1,Generated feedback 211
417213,55,Male,16,5,1,16,Standard,Quarterly,316.24,14,0,Generated feedback 212
417214,47,Male,15,9,6,16,Basic,Monthly,736.51,12,1,Generated feedback 213
417215,41,Male,10,1,5,14,Premium,Quarterly,360.29,12,1,Generated feedback 214
417216,61,Male,11,7,4,4,Premium,Annual,496.28,8,0,Generated feedback 215
417217,41,Male,18,9,0,13,Standard,Annual,594.76,20,1,Generated feedback 216
417218,63,Female,30,7,2,15,Basic,Quarterly,171.65,16,1,Generated feedback 217
417219,42,Female,2,9,1,15,Basic,Monthly,490.9,12,1,Generated feedback 218
417220,28,Male,27,2,9,23,Premium,Annual,534.52,28,1,Generated feedback 219
417221,68,Male,30,9,9,12,Standard,Quarterly,993.56,11,1,Generated feedback 220
417222,57,Male,12,7,5,0,Premium,Annual,934.51,22,1,Generated feedback 221
417223,52,Female,28,1,9,21,Standard,Quarterly,342.64,9,1,Generated feedback 222
417224,69,Female,15,3,5,16,Standard,Annual,365.14,6,1,Generated feedback 223
417225,57,Female,23,7,8,23,Standard,Monthly,76.88,16,0,Generated feedback 224
417226,45,Male,20,4,5,10,Standard,Monthly,167.02,29,1,Generated feedback 225
417227,34,Male,13,5,0,21,Premium,Monthly,927.9,29,1,Generated feedback 226
417228,67,Male,32,4,8,0,Premium,Annual,661.56,29,1,Generated feedback 227
417229,25,Female,22,3,7,3,Standard,Annual,684.58,29,1,Generated feedback 228
417230,53,Male,1,7,6,24,Basic,Quarterly,615.92,28,1,Generated feedback 229
417231,35,Male,14,7,6,27,Premium,Quarterly,239.81,11,1,Generated feedback 230
417232,60,Female,35,8,8,0,Standard,Annual,368.99,28,0,Generated feedback 231
417233,51,Female,31,4,0,3,Standard,Annual,558.74,29,0,Generated feedback 232
417234,27,Female,28,2,5,11,Basic,Annual,140.79,12,0,Generated feedback 233
417235,21,Female,12,4,3,29,Standard,Annual,884.26,16,1,Generated feedback 234
417236,49,Male,10,6,6,23,Premium,Annual,161.96,24,0,Generated feedback 235
417237,33,Female,4,6,3,11,Basic,Quarterly,556.18,2,0,Generated feedback 236
417238,38,Female,26,3,9,14,Standard,Monthly,845.17,10,0,Generated feedback 237
417239,42,Male,4,3,4,22,Basic,Monthly,516.3,7,0,Generated feedback 238
417240,59,Female,4,7,9,20,Standard,Quarterly,645.37,23,1,Generated feedback 239
417241,40,Female,34,5,5,14,Standard,Monthly,185.08,11,0,Generated feedback 240
417242,26,Female,9,4,6,14,Standard,Quarterly,148.77,23,1,Generated feedback 241
417243,32,Male,3,4,8,8,Basic,Annual,72.99,14,1,Generated feedback 242
417244,27,Female,35,8,8,2,Standard,Monthly,432.0,8,1,Generated feedback 243
417245,60,Male,8,3,4,12,Basic,Annual,309.24,5,0,Generated feedback 244
417246,21,Male,16,5,7,2,Premium,Quarterly,658.86,8,0,Generated feedback 245
417247,60,Female,31,8,8,12,Standard,Annual,577.58,22,0,Generated feedback 246
417248,18,Male,30,6,3,20,Standard,Annual,642.47,1,0,Generated feedback 247
417249,65,Male,2,7,8,10,Standard,Quarterly,465.72,3,0,Generated feedback 248
417250,32,Male,35,4,2,12,Premium,Monthly,494.97,25,1,Generated feedback 249
417251,22,Female,13,3,5,5,Premium,Monthly,136.68,23,1,Generated feedback 250
417252,41,Male,7,7,5,22,Premium,Annual,830.94,14,0,Generated feedback 251
417253,39,Female,17,7,3,11,Standard,Annual,924.47,23,1,Generated feedback 252
417254,65,Female,32,3,3,15,Premium,Monthly,203.55,14,0,Generated feedback 253
417255,18,Female,33,5,1,12,Premium,Quarterly,654.85,6,0,Generated feedback 254
417256,43,Female,26,3,7,21,Basic,Quarterly,304.76,27,1,Generated feedback 255
417257,46,Male,14,1,7,8,Premium,Monthly,387.14,13,0,Generated feedback 256
417258,32,Female,1,2,2,18,Premium,Quarterly,484.39,28,1,Generated feedback 257
417259,23,Male,32,6,1,23,Premium,Monthly,792.38,26,1,Generated feedback 258
417260,18,Male,22,8,4,24,Standard,Annual,685.24,1,1,Generated feedback 259
417261,67,Male,32,1,8,18,Basic,Quarterly,248.03,28,1,Generated feedback 260
417262,37,Male,26,7,0,21,Premium,Quarterly,266.72,28,1,Generated feedback 261
417263,43,Female,32,5,4,9,Basic,Quarterly,804.04,22,1,Generated feedback 262
417264,42,Female,8,8,8,0,Basic,Quarterly,374.79,5,0,Generated feedback 263
417265,42,Female,6,9,9,9,Premium,Monthly,645.78,28,1,Generated feedback 264
417266,64,Female,30,5,6,21,Standard,Annual,789.69,15,1,Generated feedback 265
417267,50,Male,19,7,3,8,Basic,Annual,530.43,11,1,Generated feedback 266
417268,30,Male,2,9,6,20,Basic,Monthly,319.13,21,0,Generated feedback 267
417269,41,Male,3,4,2,20,Basic,Quarterly,167.94,4,1,Generated feedback 268
