customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
262001,42,Male,17,7,8,15,Basic,Annual,491.35,24,1,Generated feedback 0
262002,54,Male,22,7,2,5,Basic,Monthly,190.46,2,0,Generated feedback 1
262003,23,Female,29,6,5,2,Basic,Quarterly,410.03,2,1,Generated feedback 2
262004,34,Male,21,6,4,16,Standard,Annual,881.92,18,1,Generated feedback 3
262005,48,Male,14,5,3,17,Basic,Quarterly,681.28,17,0,Generated feedback 4
262006,27,Male,9,6,6,13,Premium,Monthly,449.28,25,0,Generated feedback 5
262007,63,Female,25,8,7,26,Premium,Quarterly,203.16,25,0,Generated feedback 6
262008,20,Male,12,2,9,2,Basic,Annual,285.28,28,1,Generated feedback 7
262009,41,Male,25,3,1,19,Basic,Monthly,287.78,28,1,Generated feedback 8
262010,49,Female,21,6,9,21,Premium,Quarterly,602.78,17,0,Generated feedback 9
262011,44,Female,15,9,3,1,Basic,Annual,321.92,24,1,Generated feedback 10
262012,54,Male,30,1,8,20,Basic,Monthly,952.44,27,1,Generated feedback 11
262013,30,Male,26,4,5,4,Standard,Quarterly,208.13,10,1,Generated feedback 12
262014,29,Female,25,1,8,3,Premium,Monthly,894.73,19,1,Generated feedback 13
262015,63,Male,15,8,8,18,Basic,Quarterly,812.47,16,0,Generated feedback 14
262016,53,Male,21,9,1,28,Standard,Annual,236.78,6,1,Generated feedback 15
262017,46,Female,34,9,6,4,Premium,Annual,786.1,17,0,Generated feedback 16
262018,21,Female,14,8,6,25,Premium,Monthly,169.97,28,1,Generated feedback 17
262019,26,Male,6,2,1,8,Standard,Monthly,381.36,23,1,Generated feedback 18
262020,59,Female,8,9,6,27,Standard,Quarterly,624.75,18,0,Generated feedback 19
262021,42,Female,22,2,9,12,Premium,Quarterly,991.19,29,1,Generated feedback 20
262022,42,Female,30,9,1,25,Basic,Monthly,650.01,11,0,Generated feedback 21
262023,49,Male,21,8,9,0,Basic,Annual,503.88,18,1,Generated feedback 22
262024,51,Male,11,6,7,11,Basic,Annual,592.05,9,1,Generated feedback 23
262025,35,Male,8,9,7,20,Standard,Annual,385.84,10,1,Generated feedback 24
262026,46,Male,2,9,1,25,Basic,Monthly,777.79,15,0,Generated feedback 25
262027,25,Male,9,6,4,11,Standard,Monthly,206.46,25,0,Generated feedback 26
262028,19,Female,10,3,6,5,Standard,Quarterly,383.09,9,1,Generated feedback 27
262029,21,Female,29,9,7,3,Standard,Annual,845.63,21,1,Generated feedback 28
262030,50,Female,15,6,7,4,Premium,Monthly,852.59,20,1,Generated feedback 29
262031,22,Male,33,2,4,0,Basic,Quarterly,557.69,29,0,Generated feedback 30
262032,67,Female,23,7,2,5,Standard,Quarterly,857.7,3,0,Generated feedback 31
262033,48,Male,12,6,4,16,Premium,Annual,892.11,7,0,Generated feedback 32
262034,30,Female,26,5,5,9,Premium,Annual,540.85,10,1,Generated feedback 33
262035,18,Female,19,9,5,1,Standard,Quarterly,634.54,4,1,Generated feedback 34
262036,54,Male,24,6,2,9,Premium,Monthly,670.25,17,0,Generated feedback 35
262037,30,Female,34,8,3,2,Basic,Monthly,234.21,14,1,Generated feedback 36
262038,57,Male,12,5,6,22,Standard,Annual,397.12,26,1,Generated feedback 37
262039,46,Female,27,5,7,27,Basic,Monthly,584.68,22,0,Generated feedback 38
262040,54,Female,19,4,1,1,Basic,Annual,610.59,26,0,Generated feedback 39
262041,34,Male,15,7,0,19,Premium,Quarterly,203.84,2,1,Generated feedback 40
262042,29,Male,34,9,0,27,Basic,Quarterly,735.85,19,0,Generated feedback 41
262043,40,Male,13,8,5,14,Standard,Annual,395.76,19,0,Generated feedback 42
262044,20,Male,7,9,8,7,Standard,Monthly,139.52,11,1,Generated feedback 43
262045,56,Female,12,3,8,3,Premium,Annual,298.49,19,1,Generated feedback 44
262046,25,Female,4,8,0,5,Basic,Quarterly,600.43,19,1,Generated feedback 45
262047,34,Female,6,9,1,27,Basic,Quarterly,290.79,24,0,Generated feedback 46
262048,50,Male,22,6,3,26,Basic,Monthly,889.86,17,0,Generated feedback 47
262049,46,Male,4,2,0,26,Premium,Annual,76.9,26,0,Generated feedback 48
262050,54,Male,28,7,4,20,Basic,Quarterly,857.69,16,1,Generated feedback 49
262051,66,Female,2,8,1,0,Premium,Quarterly,503.41,8,0,Generated feedback 50
262052,34,Female,30,8,4,16,Premium,Annual,717.56,17,1,Generated feedback 51
262053,67,Female,14,3,0,10,Premium,Quarterly,869.74,16,0,Generated feedback 52
