customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
400001,29,Male,29,1,1,24,Basic,Quarterly,684.59,22,1,Generated feedback 0
400002,35,Male,11,8,3,22,Standard,Annual,862.2,26,1,Generated feedback 1
400003,20,Male,27,1,1,16,Basic,Monthly,524.3,6,1,Generated feedback 2
400004,53,Female,30,3,3,24,Standard,Quarterly,134.2,1,0,Generated feedback 3
400005,26,Female,10,9,6,10,Premium,Monthly,211.91,27,1,Generated feedback 4
400006,33,Female,30,4,4,26,Basic,Monthly,966.53,3,1,Generated feedback 5
400007,57,Female,19,8,1,15,Standard,Annual,782.7,23,1,Generated feedback 6
400008,40,Female,28,9,7,10,Basic,Quarterly,987.35,22,1,Generated feedback 7
400009,61,Male,13,7,7,27,Premium,Monthly,110.79,17,0,Generated feedback 8
400010,62,Female,1,8,1,20,Basic,Monthly,54.25,2,0,Generated feedback 9
400011,29,Male,29,4,0,8,Basic,Annual,473.95,6,0,Generated feedback 10
400012,68,Male,5,3,0,28,Basic,Annual,360.91,14,1,Generated feedback 11
400013,51,Male,21,8,4,25,Standard,Monthly,507.65,6,1,Generated feedback 12
400014,51,Male,21,6,6,8,Standard,Monthly,208.07,22,0,Generated feedback 13
400015,54,Male,35,1,9,13,Basic,Annual,607.58,2,1,Generated feedback 14
400016,32,Male,4,3,5,21,Basic,Annual,474.17,12,1,Generated feedback 15
400017,36,Female,22,6,2,0,Premium,Monthly,408.67,9,0,Generated feedback 16
400018,37,Female,4,7,3,28,Basic,Monthly,973.56,1,1,Generated feedback 17
400019,53,Male,9,2,9,3,Premium,Quarterly,784.12,20,1,Generated feedback 18
400020,69,Male,2,2,5,7,Basic,Quarterly,988.26,23,0,Generated feedback 19
400021,69,Male,4,9,2,25,Standard,Annual,819.86,1,1,Generated feedback 20
400022,52,Male,13,2,9,23,Premium,Annual,90.47,21,0,Generated feedback 21
400023,38,Male,20,6,5,26,Standard,Quarterly,109.26,23,1,Generated feedback 22
400024,57,Female,8,2,4,7,Standard,Annual,782.73,9,0,Generated feedback 23
400025,46,Female,30,4,2,28,Premium,Monthly,908.21,23,0,Generated feedback 24
400026,26,Male,20,8,5,25,Premium,Monthly,678.59,15,0,Generated feedback 25
400027,67,Female,14,2,0,15,Basic,Annual,397.59,26,0,Generated feedback 26
400028,20,Male,4,7,2,19,Basic,Monthly,194.18,8,1,Generated feedback 27
400029,18,Female,11,2,1,9,Premium,Monthly,684.29,19,1,Generated feedback 28
400030,59,Male,6,7,9,17,Basic,Monthly,845.13,26,1,Generated feedback 29
400031,49,Female,12,1,1,2,Premium,Quarterly,895.37,18,0,Generated feedback 30
400032,52,Male,15,5,5,10,Basic,Monthly,669.95,17,1,Generated feedback 31
400033,35,Female,17,2,4,26,Basic,Annual,670.14,10,0,Generated feedback 32
400034,40,Male,34,6,4,3,Standard,Monthly,504.39,14,1,Generated feedback 33
400035,19,Male,4,4,7,22,Basic,Annual,644.42,8,1,Generated feedback 34
400036,34,Male,34,7,3,11,Premium,Quarterly,427.0,2,0,Generated feedback 35
400037,54,Female,12,9,7,25,Premium,Monthly,81.84,21,1,Generated feedback 36
400038,47,Male,28,9,4,24,Basic,Annual,417.35,2,0,Generated feedback 37
400039,44,Male,8,5,5,18,Standard,Quarterly,720.28,1,0,Generated feedback 38
400040,38,Female,23,8,8,27,Basic,Monthly,76.36,12,1,Generated feedback 39
400041,31,Male,5,7,3,16,Premium,Monthly,642.62,17,0,Generated feedback 40
400042,63,Female,15,7,9,19,Basic,Annual,403.44,17,0,Generated feedback 41
400043,53,Female,10,9,6,18,Premium,Annual,171.65,15,1,Generated feedback 42
400044,33,Male,16,2,2,21,Premium,Annual,604.73,10,0,Generated feedback 43
400045,67,Male,26,7,2,22,Standard,Quarterly,250.06,19,0,Generated feedback 44
400046,45,Male,27,3,4,18,Standard,Monthly,518.59,7,0,Generated feedback 45
400047,22,Male,33,6,5,17,Premium,Quarterly,175.42,25,1,Generated feedback 46
400048,56,Female,33,1,2,16,Basic,Annual,834.15,3,1,Generated feedback 47
