customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,customer_feedback
52001,67,Male,30,6,2,22,Basic,Monthly,372.09,29,1,Generated feedback 0
52002,57,Female,8,7,7,27,Standard,Quarterly,912.19,4,1,Generated feedback 1
52003,67,Female,27,8,0,23,Premium,Annual,67.8,1,1,Generated feedback 2
52004,20,Male,2,2,6,22,Premium,Quarterly,750.39,17,0,Generated feedback 3
52005,67,Male,20,6,8,5,Standard,Annual,433.8,23,1,Generated feedback 4
52006,23,Male,2,6,7,6,Standard,Annual,431.7,18,1,Generated feedback 5
52007,56,Male,33,3,5,12,Standard,Monthly,83.15,9,0,Generated feedback 6
52008,48,Male,30,3,8,10,Premium,Annual,50.2,1,1,Generated feedback 7
52009,66,Male,27,6,2,2,Basic,Quarterly,505.03,1,0,Generated feedback 8
52010,18,Female,19,8,9,4,Premium,Quarterly,699.45,22,1,Generated feedback 9
52011,53,Male,9,8,9,7,Premium,Monthly,745.42,27,1,Generated feedback 10
52012,68,Male,34,7,9,23,Basic,Annual,837.46,12,1,Generated feedback 11
52013,60,Male,9,4,6,29,Premium,Monthly,556.67,9,0,Generated feedback 12
52014,39,Female,2,4,3,1,Standard,Quarterly,544.85,12,0,Generated feedback 13
52015,39,Female,23,3,5,25,Premium,Quarterly,85.65,13,1,Generated feedback 14
52016,21,Female,15,4,3,10,Standard,Monthly,130.61,14,0,Generated feedback 15
52017,29,Female,13,8,1,18,Standard,Quarterly,114.97,8,0,Generated feedback 16
52018,66,Male,25,7,6,5,Standard,Annual,330.69,11,0,Generated feedback 17
52019,39,Male,27,3,5,1,Standard,Quarterly,427.52,9,0,Generated feedback 18
52020,31,Female,29,5,8,0,Premium,Monthly,625.3,27,0,Generated feedback 19
52021,21,Male,35,1,3,13,Premium,Monthly,301.36,3,1,Generated feedback 20
52022,62,Female,27,4,4,24,Basic,Quarterly,563.74,15,1,Generated feedback 21
52023,28,Female,3,6,9,4,Basic,Annual,688.51,6,0,Generated feedback 22
52024,60,Male,10,4,5,26,Premium,Monthly,369.66,6,0,Generated feedback 23
52025,26,Male,33,2,4,28,Basic,Monthly,821.29,26,0,Generated feedback 24
52026,18,Female,34,2,2,27,Basic,Quarterly,350.26,24,0,Generated feedback 25
52027,24,Female,6,3,4,3,Basic,Monthly,676.7,26,1,Generated feedback 26
52028,37,Male,5,4,1,15,Basic,Quarterly,168.74,2,1,Generated feedback 27
52029,34,Female,14,9,0,4,Standard,Monthly,218.76,5,1,Generated feedback 28
52030,52,Female,6,9,3,23,Basic,Monthly,307.58,16,0,Generated feedback 29
52031,48,Female,19,7,3,9,Standard,Annual,459.93,9,1,Generated feedback 30
52032,50,Male,24,5,6,19,Premium,Annual,401.08,8,0,Generated feedback 31
52033,39,Female,21,9,2,5,Basic,Annual,512.14,22,0,Generated feedback 32
52034,62,Male,4,1,0,21,Standard,Quarterly,92.96,22,0,Generated feedback 33
52035,58,Male,23,3,5,17,Basic,Monthly,632.15,25,1,Generated feedback 34
52036,48,Male,21,6,6,17,Standard,Quarterly,403.6,5,0,Generated feedback 35
52037,58,Male,35,2,5,0,Premium,Annual,798.87,13,1,Generated feedback 36
52038,27,Male,27,7,1,17,Standard,Annual,241.91,24,1,Generated feedback 37
52039,26,Male,11,9,8,11,Premium,Quarterly,626.05,21,0,Generated feedback 38
52040,60,Male,30,2,8,16,Basic,Annual,797.08,25,1,Generated feedback 39
52041,41,Female,3,3,3,24,Standard,Annual,199.06,17,1,Generated feedback 40
52042,60,Female,28,2,5,14,Basic,Quarterly,820.8,9,0,Generated feedback 41
52043,39,Female,16,3,9,23,Premium,Monthly,995.32,19,1,Generated feedback 42
52044,57,Male,26,5,3,8,Premium,Monthly,97.16,8,1,Generated feedback 43
52045,43,Male,12,2,1,24,Premium,Quarterly,886.11,1,1,Generated feedback 44
52046,56,Female,34,6,1,4,Premium,Monthly,640.65,11,0,Generated feedback 45
52047,65,Female,11,4,1,1,Premium,Monthly,211.86,13,0,Generated feedback 46
52048,53,Female,16,7,6,19,Standard,Quarterly,125.42,27,0,Generated feedback 47
52049,62,Male,8,8,8,12,Basic,Monthly,223.75,17,0,Generated feedback 48
52050,48,Male,27,9,8,0,Premium,Annual,440.35,16,0,Generated feedback 49
52051,47,Male,29,9,6,22,Basic,Quarterly,158.03,12,0,Generated feedback 50
52052,20,Female,4,7,0,2,Standard,Quarterly,929.64,25,1,Generated feedback 51
52053,29,Male,6,9,2,9,Premium,Quarterly,866.46,13,0,Generated feedback 52
52054,44,Male,7,7,7,12,Standard,Monthly,538.8,1,0,Generated feedback 53
52055,45,Male,10,7,8,16,Standard,Quarterly,459.66,4,1,Generated feedback 54
52056,21,Female,34,8,4,0,Premium,Annual,997.02,4,0,Generated feedback 55
52057,43,Female,10,7,9,29,Standard,Monthly,539.74,2,0,Generated feedback 56
52058,45,Female,14,6,2,21,Basic,Quarterly,683.59,22,1,Generated feedback 57
52059,39,Female,6,5,2,12,Standard,Annual,866.95,22,0,Generated feedback 58
52060,34,Male,33,3,5,8,Premium,Quarterly,65.12,19,0,Generated feedback 59
